nodeId:ID,name,node_type,:LABEL
mouse colorectal tumour cells,mouse colorectal tumour cells,cell type,Term
CD11b,CD11b,unknown,Term
Ly6,Ly6,unknown,Term
WAS,WAS,gene,Term
peripheral blood t lymphocytes,peripheral blood t lymphocytes,cell type,Term
immune synapse formation,immune synapse formation,pathways,Term
te,te,cell type,Term
PAX1,PAX1,gene,Term
RE,RE,gene,Term
EZF2,EZF2,gene,Term
CHD4,CHD4,gene,Term
mtec,mtec,cell type,Term
thymic cells,thymic cells,cell type,Term
human thymic,human thymic,cell type,Term
stomatitis,stomatitis,disease,Term
immune subsets,immune subsets,cell type,Term
effector population,effector population,pathways,Term
γδt cells,γδt cells,cell type,Term
subsequent differentiation,subsequent differentiation,pathways,Term
G-CSF,G-CSF,unknown,Term
metastatic colon cancer,metastatic colon cancer,disease,Term
cancer-colonized organs,cancer-colonized organs,pathways,Term
VEWCOTT,VEWCOTT,unknown,Term
metastatic cancer,metastatic cancer,unknown,Term
hepatoma,hepatoma,disease,Term
DSCML1,DSCML1,gene,Term
INN,INN,gene,Term
ILC2S,ILC2S,gene,Term
resident cells,resident cells,cell type,Term
AXITINIB,AXITINIB,gene,Term
peripheral regulatory t cells,peripheral regulatory t cells,cell type,Term
standard-dose axitinib,standard-dose axitinib,unknown,Term
low-dose axitinib,low-dose axitinib,unknown,Term
RAE1,RAE1,gene,Term
BCAA supplementation,BCAA supplementation,unknown,Term
cancer cell lysis,cancer cell lysis,unknown,Term
BCAA catabolism,BCAA catabolism,unknown,Term
BCKDK overexpression,BCKDK overexpression,unknown,Term
BCKDK knockout,BCKDK knockout,unknown,Term
BCKDK-OE CAR-T cell treatment,BCKDK-OE CAR-T cell treatment,unknown,Term
survival of mice,survival of mice,unknown,Term
BCKDK-KO CAR-T cell treatment,BCKDK-KO CAR-T cell treatment,unknown,Term
percentage of CAR-T cells in the peripheral circulation,percentage of CAR-T cells in the peripheral circulation,unknown,Term
differentiation of central memory cells,differentiation of central memory cells,unknown,Term
neoplastic tfh cells,neoplastic tfh cells,cell type,Term
germinal center b cells,germinal center b cells,cell type,Term
plasma cell count,plasma cell count,unknown,Term
brivanib,brivanib,unknown,Term
genome instability,genome instability,unknown,Term
PTK,PTK,gene,Term
CYCLOPHILIN A,CYCLOPHILIN A,gene,Term
ZOL,ZOL,gene,Term
human peripheral blood,human peripheral blood,cell type,Term
unresectable metastatic colorectal cancer,unresectable metastatic colorectal cancer,pathways,Term
DC-CIK,DC-CIK,gene,Term
"CAPE IS NOT A GENE, SO THE OUTPUT IS ""DOESNTLOOKLIKEGENE"".","CAPE IS NOT A GENE, SO THE OUTPUT IS ""DOESNTLOOKLIKEGENE"".",gene,Term
T58,T58,gene,Term
MYCT58A,MYCT58A,gene,Term
MYCS62A,MYCS62A,gene,Term
altered phosphorylation ratios,altered phosphorylation ratios,pathways,Term
vivo oncogenic function,vivo oncogenic function,pathways,Term
CRE,CRE,gene,Term
VCAM1,VCAM1,gene,Term
increased immune activity,increased immune activity,pathways,Term
CD163,CD163,gene,Term
limited immune activity,limited immune activity,pathways,Term
resulting neoantigen generation,resulting neoantigen generation,pathways,Term
enhanced cancer immunogenicity,enhanced cancer immunogenicity,pathways,Term
SYT1,SYT1,gene,Term
DAG1,DAG1,gene,Term
SYTL1,SYTL1,gene,Term
SYTL2,SYTL2,gene,Term
car)-t,car)-t,unknown,Term
purified peripheral blood mononuclear cells,purified peripheral blood mononuclear cells,cell type,Term
leukemic stem cell populations,leukemic stem cell populations,cell type,Term
cytotoxic lymphocyte cell types,cytotoxic lymphocyte cell types,cell type,Term
GRAN,GRAN,gene,Term
target cell,target cell,cell type,Term
UMORN,UMORN,gene,Term
PAEP,PAEP,gene,Term
tumorigenic m2 macrophages,tumorigenic m2 macrophages,cell type,Term
CT7,CT7,gene,Term
lcs,lcs,cell type,Term
human umbilical cord mesenchymal stem cells,human umbilical cord mesenchymal stem cells,cell type,Term
larger genetic elements,larger genetic elements,pathways,Term
T-lymphocyte antigen-4,T-lymphocyte antigen-4,unknown,Term
immunosuppressive macrophages,immunosuppressive macrophages,cell type,Term
GAMT,GAMT,gene,Term
TRDT,TRDT,gene,Term
enhanced brain entry,enhanced brain entry,pathways,Term
FAB,FAB,gene,Term
MEGF10,MEGF10,gene,Term
tbsab.short,tbsab.short,unknown,Term
t cell-tumor cell aggregation,t cell-tumor cell aggregation,unknown,Term
t cell-tumor cell elimination,t cell-tumor cell elimination,unknown,Term
tbsab.long,tbsab.long,unknown,Term
treatment-associated tumor necrosis,treatment-associated tumor necrosis,pathways,Term
CCNU,CCNU,gene,Term
immunosuppression pathways,immunosuppression pathways,pathways,Term
recipient cells,recipient cells,cell type,Term
lactic acid secretion,lactic acid secretion,pathways,Term
lipid peroxidation,lipid peroxidation,unknown,Term
CGRC,CGRC,gene,Term
hemophagocytic lymphohistiocytosis,hemophagocytic lymphohistiocytosis,pathways,Term
JAK3,JAK3,gene,Term
IL2R,IL2R,gene,Term
long-term remissions,long-term remissions,pathways,Term
tumor immune surveillance,tumor immune surveillance,pathways,Term
Helicobacter pylori,Helicobacter pylori,unknown,Term
chronic gastritis,chronic gastritis,unknown,Term
ulcer disease,ulcer disease,unknown,Term
metastatic prostate cancer,metastatic prostate cancer,pathways,Term
immune systems,immune systems,pathways,Term
PLXNB1,PLXNB1,gene,Term
UCNG,UCNG,gene,Term
forkhead box protein,forkhead box protein,pathways,Term
CYTOK,CYTOK,gene,Term
IL11RA,IL11RA,gene,Term
pro-inflammatory signaling events,pro-inflammatory signaling events,pathways,Term
pro-inflammatory signals,pro-inflammatory signals,pathways,Term
immuno-adjuvant effects,immuno-adjuvant effects,pathways,Term
memory,memory,cell type,Term
AY.4.2,AY.4.2,gene,Term
nonimmune stromal cells,nonimmune stromal cells,cell type,Term
FABP4,FABP4,gene,Term
GALNS,GALNS,gene,Term
cyclin G2,cyclin G2,unknown,Term
"NIACIN IS A FORM OF VITAMIN B3, AND IT IS NOT A GENE.","NIACIN IS A FORM OF VITAMIN B3, AND IT IS NOT A GENE.",gene,Term
phagocytic clearance of debris,phagocytic clearance of debris,unknown,Term
remyelination,remyelination,unknown,Term
phagocytosis by macrophages,phagocytosis by macrophages,unknown,Term
lysolecithin,lysolecithin,unknown,Term
microglia/macrophages,microglia/macrophages,unknown,Term
neuropathology,neuropathology,unknown,Term
EAE clinical score,EAE clinical score,unknown,Term
MDA,MDA,gene,Term
t lymphocyte,t lymphocyte,cell type,Term
3Α-OHMDA,3Α-OHMDA,gene,Term
helper t lymphocytes,helper t lymphocytes,cell type,Term
immune challenge,immune challenge,pathways,Term
S4,S4,gene,Term
inflammatory bowel diseases,inflammatory bowel diseases,unknown,Term
anergic t cells,anergic t cells,cell type,Term
vaccinia virus,vaccinia virus,pathways,Term
interferon-stimulated genes,interferon-stimulated genes,unknown,Term
CD8+ T-cell suppression,CD8+ T-cell suppression,unknown,Term
M6A,M6A,gene,Term
MAIT cells,MAIT cells,unknown,Term
type 1 cytokines,type 1 cytokines,unknown,Term
IFNγ,IFNγ,unknown,Term
TNFα,TNFα,unknown,Term
TREM1,TREM1,unknown,Term
CHAD,CHAD,gene,Term
cdc1s,cdc1s,cell type,Term
ADOX1,ADOX1,gene,Term
cross,cross,cell type,Term
chil3 monocytes,chil3 monocytes,unknown,Term
IAP,IAP,gene,Term
T and NK cells,T and NK cells,unknown,Term
adrenalin,adrenalin,unknown,Term
high intensity exercise,high intensity exercise,unknown,Term
HI AIM,HI AIM,unknown,Term
quality of life,quality of life,unknown,Term
physical functioning,physical functioning,unknown,Term
side effects of treatment,side effects of treatment,unknown,Term
adrenalin-mediated,adrenalin-mediated,unknown,Term
infiltration of T and NK cells,infiltration of T and NK cells,unknown,Term
infiltration of immune cells,infiltration of immune cells,unknown,Term
exercise training,exercise training,unknown,Term
normal t cells,normal t cells,cell type,Term
th1,th1,unknown,Term
bbζ,bbζ,unknown,Term
NIPRS,NIPRS,gene,Term
therapeutic cells,therapeutic cells,cell type,Term
multi-antigen recognition,multi-antigen recognition,pathways,Term
tumor-cell-mediated exhaustion,tumor-cell-mediated exhaustion,pathways,Term
cytotoxic lymphocyte cells,cytotoxic lymphocyte cells,cell type,Term
specific antitumor effects,specific antitumor effects,pathways,Term
HVNC1,HVNC1,gene,Term
cytosol acidification,cytosol acidification,unknown,Term
TCR signaling,TCR signaling,unknown,Term
cellular division,cellular division,unknown,Term
death,death,unknown,Term
glycolytic pathway,glycolytic pathway,unknown,Term
AMPK activation,AMPK activation,unknown,Term
intracellular acidification,intracellular acidification,unknown,Term
APD-L1,APD-L1,gene,Term
"ZINCPHEN IS NOT A GENE, SO THE OUTPUT IS ""DOESNTLOOKLIKEGENE"".","ZINCPHEN IS NOT A GENE, SO THE OUTPUT IS ""DOESNTLOOKLIKEGENE"".",gene,Term
ERMEM,ERMEM,gene,Term
LIRIL2R,LIRIL2R,gene,Term
chikungunya,chikungunya,disease,Term
adoptively transferred cells,adoptively transferred cells,cell type,Term
human functional cytotoxic t cells,human functional cytotoxic t cells,cell type,Term
TUSC2,TUSC2,gene,Term
bone marrow stromal cells,bone marrow stromal cells,cell type,Term
STIM1,STIM1,gene,Term
antitumor benefits,antitumor benefits,pathways,Term
LRG1,LRG1,gene,Term
TTK,TTK,gene,Term
TK,TK,gene,Term
abnormal cells,abnormal cells,cell type,Term
lymphoblasts,lymphoblasts,cell type,Term
uncontrolled proliferation,uncontrolled proliferation,pathways,Term
immune-compromised,immune-compromised,disease,Term
IDRB,IDRB,gene,Term
venetoclax,venetoclax,unknown,Term
aclarubicin,aclarubicin,unknown,Term
cytosine arabinoside,cytosine arabinoside,unknown,Term
granulocyte colony-stimulating factor,granulocyte colony-stimulating factor,unknown,Term
VICP regimen,VICP regimen,unknown,Term
CAG regimen,CAG regimen,unknown,Term
venetoclax plus CAG regimen,venetoclax plus CAG regimen,unknown,Term
peritoneal dissemination,peritoneal dissemination,pathways,Term
FPR2,FPR2,gene,Term
LGALS9,LGALS9,gene,Term
female t cells,female t cells,cell type,Term
ARK313,ARK313,gene,Term
HFE,HFE,gene,Term
regulatory T cell expansion,regulatory T cell expansion,unknown,Term
local immune suppression,local immune suppression,unknown,Term
mhc-ii,mhc-ii,unknown,Term
NR2F6,NR2F6,gene,Term
BAFF,BAFF,gene,Term
dual,dual,cell type,Term
antimyeloma activity,antimyeloma activity,pathways,Term
myeloma clearance,myeloma clearance,pathways,Term
fructose,fructose,unknown,Term
antitumor CD8,antitumor CD8,unknown,Term
neutrophil-mediated tumor,neutrophil-mediated tumor,pathways,Term
sialic acid-binding immunoglobulin-like lectins,sialic acid-binding immunoglobulin-like lectins,pathways,Term
antibody-dependent cellular cytotoxicity,antibody-dependent cellular cytotoxicity,pathways,Term
certain cancer cell lines,certain cancer cell lines,pathways,Term
myeloid immune cells,myeloid immune cells,cell type,Term
cat car t cells,cat car t cells,cell type,Term
pancreatic adenocarcinomas,pancreatic adenocarcinomas,disease,Term
ABT-199,ABT-199,gene,Term
senescent CAFs,senescent CAFs,unknown,Term
immune-regulatory genes,immune-regulatory genes,pathways,Term
peripheral treg cells,peripheral treg cells,cell type,Term
proteasome subunit,proteasome subunit,unknown,Term
TISA,TISA,gene,Term
immune-related signaling,immune-related signaling,pathways,Term
IL-12/18,IL-12/18,unknown,Term
JNK pathway,JNK pathway,unknown,Term
p-JNK,p-JNK,unknown,Term
γδT cells,γδT cells,unknown,Term
human γδT cells,human γδT cells,unknown,Term
co-inhibitory receptors,co-inhibitory receptors,unknown,Term
adoptive cancer therapy,adoptive cancer therapy,pathways,Term
γδT cell,γδT cell,unknown,Term
immuno-oncology targets,immuno-oncology targets,pathways,Term
antibody function,antibody function,pathways,Term
tgfβ vaccine,tgfβ vaccine,unknown,Term
overabundant innate inflammatory cytokine production,overabundant innate inflammatory cytokine production,pathways,Term
anaplastic thyroid cancer,anaplastic thyroid cancer,disease,Term
EDTA,EDTA,gene,Term
transduction efficiency,transduction efficiency,pathways,Term
hepatic transgene expression,hepatic transgene expression,pathways,Term
transduction phenotypes,transduction phenotypes,pathways,Term
intra-strain variations,intra-strain variations,pathways,Term
CDN,CDN,gene,Term
H9-MSA,H9-MSA,gene,Term
MC,MC,gene,Term
circulating monocytes,circulating monocytes,cell type,Term
HGF,HGF,gene,Term
rilotumumab,rilotumumab,unknown,Term
S100P,S100P,gene,Term
perihilar large duct type,perihilar large duct type,pathways,Term
increased fibrosis,increased fibrosis,pathways,Term
adverse events,adverse events,disease,Term
KK-64,KK-64,gene,Term
liver cancer cells,liver cancer cells,cell type,Term
CTERT-KK-64,CTERT-KK-64,gene,Term
liver cancer,liver cancer,disease,Term
significant tumor regression,significant tumor regression,pathways,Term
S100,S100,gene,Term
IGM,IGM,gene,Term
tumor-infiltrating lymphocyte therapy,tumor-infiltrating lymphocyte therapy,pathways,Term
natural killer-cell therapy,natural killer-cell therapy,pathways,Term
adoptive cell therapy,adoptive cell therapy,unknown,Term
poorly immunogenic tumors,poorly immunogenic tumors,cell type,Term
anti-tumorigenic innate immune cells,anti-tumorigenic innate immune cells,pathways,Term
immunogenic cancer cell death,immunogenic cancer cell death,pathways,Term
anti-tumor innate immunity,anti-tumor innate immunity,pathways,Term
long-term antitumor memory,long-term antitumor memory,pathways,Term
metastatic,metastatic,disease,Term
CLYA,CLYA,gene,Term
SA,SA,gene,Term
intratumoral macrophages,intratumoral macrophages,pathways,Term
DC101,DC101,gene,Term
SAR131675,SAR131675,gene,Term
VEGFR3,VEGFR3,gene,Term
chronic activation/exhaustion,chronic activation/exhaustion,pathways,Term
immune-mediated clearance,immune-mediated clearance,pathways,Term
checkpoint inhibitor pneumonitis,checkpoint inhibitor pneumonitis,pathways,Term
schistosomiasis,schistosomiasis,disease,Term
chronic disease,chronic disease,pathways,Term
cDC,cDC,unknown,Term
CDCS,CDCS,gene,Term
cdc,cdc,cell type,Term
MEM40 + IFNβ,MEM40 + IFNβ,unknown,Term
MEM-288,MEM-288,unknown,Term
oncolytic adenovirus,oncolytic adenovirus,unknown,Term
oncolytic virus therapies,oncolytic virus therapies,unknown,Term
YAP1,YAP1,gene,Term
COLVI,COLVI,gene,Term
COL1,COL1,gene,Term
TGF-β2,TGF-β2,unknown,Term
ddr2,ddr2,unknown,Term
bvi,bvi,cell type,Term
til subsets,til subsets,cell type,Term
VOLM,VOLM,gene,Term
donor cells,donor cells,cell type,Term
b-cell malignancies,b-cell malignancies,disease,Term
carneg t cells,carneg t cells,cell type,Term
brain tumors,brain tumors,disease,Term
durable tumor remission,durable tumor remission,pathways,Term
efficacious suppression,efficacious suppression,pathways,Term
inscs,inscs,cell type,Term
Staphylococcus aureus infections,Staphylococcus aureus infections,unknown,Term
OMD,OMD,gene,Term
ENDOLYSIN,ENDOLYSIN,gene,Term
staphylococcus aureus infections,staphylococcus aureus infections,disease,Term
primary malignant t cells,primary malignant t cells,cell type,Term
CCRL3,CCRL3,gene,Term
si epithelial cd4 t cells,si epithelial cd4 t cells,cell type,Term
cd4 lineage t cells,cd4 lineage t cells,cell type,Term
CCL25,CCL25,gene,Term
papillomavirus-related tumors,papillomavirus-related tumors,disease,Term
synovial sarcoma,synovial sarcoma,pathways,Term
human leukocytes,human leukocytes,cell type,Term
CMVPP65,CMVPP65,gene,Term
cmv reactivation,cmv reactivation,unknown,Term
HBSAG,HBSAG,gene,Term
CAR/CD3ζ signaling kinases,CAR/CD3ζ signaling kinases,unknown,Term
DAS1,DAS1,gene,Term
fratricide of CD7 CAR T cells,fratricide of CD7 CAR T cells,unknown,Term
CD7 CAR T cells,CD7 CAR T cells,unknown,Term
T cell acute lymphoblastic leukemia,T cell acute lymphoblastic leukemia,unknown,Term
CD7 CAR T cells expansion,CD7 CAR T cells expansion,unknown,Term
CAR-mediated cytotoxicity,CAR-mediated cytotoxicity,unknown,Term
T cell malignancies,T cell malignancies,unknown,Term
myeloid leukemias,myeloid leukemias,unknown,Term
GLUL,GLUL,gene,Term
CB-839,CB-839,gene,Term
ORF3A,ORF3A,gene,Term
ORF7,ORF7,gene,Term
ORF8,ORF8,gene,Term
papillomavirus,papillomavirus,disease,Term
impaired anti-tumor activity,impaired anti-tumor activity,pathways,Term
anti-tumor function,anti-tumor function,pathways,Term
FABP5,FABP5,gene,Term
plasma cell development,plasma cell development,pathways,Term
intermediate exhausted,intermediate exhausted,cell type,Term
spatial organization,spatial organization,pathways,Term
mbpreceptor,mbpreceptor,unknown,Term
cd11c⁺ dendritic cells,cd11c⁺ dendritic cells,cell type,Term
idelalisib,idelalisib,unknown,Term
PI3KD1,PI3KD1,gene,Term
activated cd8 t cells,activated cd8 t cells,unknown,Term
th17 t cells,th17 t cells,cell type,Term
th2,th2,cell type,Term
suppressive cells,suppressive cells,cell type,Term
TNR,TNR,gene,Term
cytotoxic lymph,cytotoxic lymph,unknown,Term
COTL1,COTL1,gene,Term
FCER1A,FCER1A,gene,Term
IRF8,IRF8,gene,Term
metabolic adaptation,metabolic adaptation,pathways,Term
tumor antigen heterogeneity,tumor antigen heterogeneity,pathways,Term
TCIM3,TCIM3,gene,Term
alloimmunity,alloimmunity,disease,Term
t effector cells,t effector cells,cell type,Term
CLIC-1901,CLIC-1901,gene,Term
non-Hodgkin's lymphoma,non-Hodgkin's lymphoma,unknown,Term
CP,CP,gene,Term
FAM72A,FAM72A,gene,Term
breast invasive carcinoma cells,breast invasive carcinoma cells,cell type,Term
cell invasion,cell invasion,pathways,Term
PANHER,PANHER,gene,Term
HER,HER,gene,Term
JAKSTAT,JAKSTAT,gene,Term
p-stat3,p-stat3,unknown,Term
ibd-induced inflammation,ibd-induced inflammation,unknown,Term
cac,cac,unknown,Term
immature t cells,immature t cells,cell type,Term
bregs,bregs,cell type,Term
CISH,CISH,gene,Term
antitumor properties,antitumor properties,pathways,Term
differentiated somatic mammalian cells,differentiated somatic mammalian cells,cell type,Term
ALKBH5,ALKBH5,gene,Term
LACTOXIDASE,LACTOXIDASE,gene,Term
immune checkpoint blockade treatment,immune checkpoint blockade treatment,pathways,Term
gml,gml,cell type,Term
human b cells,human b cells,cell type,Term
TOPK,TOPK,unknown,Term
ERK2,ERK2,unknown,Term
TGF-β/Smad,TGF-β/Smad,unknown,Term
bcma,bcma,cell type,Term
slams,slams,unknown,Term
ATF2,ATF2,gene,Term
gcscs,gcscs,cell type,Term
gastric cancer stem cells,gastric cancer stem cells,cell type,Term
th17 population,th17 population,cell type,Term
self-antigen-displaying mTECs,self-antigen-displaying mTECs,unknown,Term
mucosal tuft cells,mucosal tuft cells,cell type,Term
mtec subset,mtec subset,cell type,Term
embryonic mTECs,embryonic mTECs,unknown,Term
ccl21-expressing mTECs,ccl21-expressing mTECs,unknown,Term
thymic tuft cells,thymic tuft cells,cell type,Term
aire-expressing mTECs,aire-expressing mTECs,unknown,Term
medullary,medullary,cell type,Term
extrathymic cells,extrathymic cells,cell type,Term
embryonic,embryonic,cell type,Term
peripheral helper t cells,peripheral helper t cells,cell type,Term
tph,tph,cell type,Term
TFE,TFE,gene,Term
immune checkpoint inhibitor-associated acute tubulointerstitial nephritis,immune checkpoint inhibitor-associated acute tubulointerstitial nephritis,pathways,Term
acute tubulointerstitial nephritis,acute tubulointerstitial nephritis,disease,Term
NCOA1,NCOA1,gene,Term
lymphocyte fate determination,lymphocyte fate determination,pathways,Term
immune-regulatory proteins,immune-regulatory proteins,pathways,Term
SRC,SRC,gene,Term
effective antigen recognition,effective antigen recognition,pathways,Term
high b cell infiltrates,high b cell infiltrates,cell type,Term
tumor-reactivity of the patient's expanded TIL products,tumor-reactivity of the patient's expanded TIL products,unknown,Term
CD45,CD45,gene,Term
dnt cells,dnt cells,cell type,Term
advanced hepatocellular carcinoma,advanced hepatocellular carcinoma,pathways,Term
EGFS,EGFS,gene,Term
EOGT,EOGT,gene,Term
O-GLCNACT,O-GLCNACT,gene,Term
substance P,substance P,unknown,Term
hemokinin 1,hemokinin 1,unknown,Term
neurokinin-1 receptor,neurokinin-1 receptor,unknown,Term
DNA,DNA,gene,Term
ZA,ZA,unknown,Term
CD57,CD57,gene,Term
TIM3,TIM3,unknown,Term
BCG,BCG,gene,Term
Vδ2+ T cells,Vδ2+ T cells,unknown,Term
targets cells,targets cells,cell type,Term
t cell populations,t cell populations,cell type,Term
anti-CD47-PDL1-ADN,anti-CD47-PDL1-ADN,unknown,Term
PI103,PI103,unknown,Term
mTOR,mTOR,unknown,Term
PDL1 inhibitor,PDL1 inhibitor,unknown,Term
gastric cancer development,gastric cancer development,pathways,Term
activated CD8 T cells,activated CD8 T cells,unknown,Term
Th17 T cells,Th17 T cells,unknown,Term
pro-inflammatory cytokines,pro-inflammatory cytokines,pathways,Term
IL-17A,IL-17A,unknown,Term
central memory CD4 T cells,central memory CD4 T cells,unknown,Term
anti-retrovial therapy,anti-retrovial therapy,pathways,Term
EHMT2,EHMT2,gene,Term
SESN2,SESN2,gene,Term
GSK3,GSK3,gene,Term
suppurative inflammation,suppurative inflammation,pathways,Term
gastric adenocarcinoma,gastric adenocarcinoma,disease,Term
gastric cancer formation,gastric cancer formation,pathways,Term
ICB,ICB,unknown,Term
self-renewing T cells,self-renewing T cells,unknown,Term
antitumor T cells,antitumor T cells,unknown,Term
TCF1+CCR7-CD8+ T cells,TCF1+CCR7-CD8+ T cells,unknown,Term
CCR7-CD8+ T cells,CCR7-CD8+ T cells,unknown,Term
PD-1+CCR7-CD8+ T cells,PD-1+CCR7-CD8+ T cells,unknown,Term
PF-07209960,PF-07209960,unknown,Term
gamma delta T cells,gamma delta T cells,unknown,Term
CD4+,CD4+,unknown,Term
anti-drug antibodies,anti-drug antibodies,unknown,Term
aids,aids,disease,Term
engineered hematopoietic stem cells,engineered hematopoietic stem cells,cell type,Term
engineered car,engineered car,cell type,Term
hemoglobinopathies,hemoglobinopathies,disease,Term
FAT1,FAT1,gene,Term
CD279,CD279,gene,Term
effective tumor control,effective tumor control,pathways,Term
improved long-term systemic antitumor immunity,improved long-term systemic antitumor immunity,pathways,Term
IL-2muteindimer,IL-2muteindimer,unknown,Term
SIL2-EMSC,SIL2-EMSC,unknown,Term
SIL2-EMSCs,SIL2-EMSCs,unknown,Term
affected cells,affected cells,cell type,Term
ALPHA-S,ALPHA-S,gene,Term
hematopoietic cell population,hematopoietic cell population,cell type,Term
APR-246,APR-246,unknown,Term
immune checkpoint blockade resistance,immune checkpoint blockade resistance,unknown,Term
methylene quinuclidinone,methylene quinuclidinone,unknown,Term
MQ,MQ,unknown,Term
PDE5A,PDE5A,gene,Term
immunosuppressive myeloid cells,immunosuppressive myeloid cells,cell type,Term
natural killer cell-mediated antibody-dependent cellular cytotoxicity,natural killer cell-mediated antibody-dependent cellular cytotoxicity,pathways,Term
ERASTIN,ERASTIN,gene,Term
ovarian cancer cells,ovarian cancer cells,cell type,Term
activated dendritic cells,activated dendritic cells,cell type,Term
EUCH,EUCH,gene,Term
SIRPα,SIRPα,unknown,Term
MIR200C,MIR200C,gene,Term
immune checkpoint dysfunction,immune checkpoint dysfunction,pathways,Term
increased apoptosis,increased apoptosis,pathways,Term
apoptosis detection,apoptosis detection,pathways,Term
acute leukaemia,acute leukaemia,disease,Term
event-free survival,event-free survival,pathways,Term
lipid antigen,lipid antigen,unknown,Term
t-cell immune response,t-cell immune response,unknown,Term
tigit ligands,tigit ligands,unknown,Term
resistance to tigit blockade,resistance to tigit blockade,unknown,Term
INHBA,INHBA,gene,Term
NOS,NOS,gene,Term
nitric oxide synthase,nitric oxide synthase,pathways,Term
cytokine synthesis,cytokine synthesis,unknown,Term
SMAD7,SMAD7,gene,Term
tgf-β receptor I,tgf-β receptor I,unknown,Term
tgf-β and nf-κb pathways,tgf-β and nf-κb pathways,unknown,Term
inflammatory cytokines,inflammatory cytokines,unknown,Term
t cell exhaustion,t cell exhaustion,unknown,Term
tumoricidal capacity,tumoricidal capacity,pathways,Term
car-t cell infiltration,car-t cell infiltration,unknown,Term
car-t cell activation,car-t cell activation,unknown,Term
SAR442257,SAR442257,gene,Term
CD3X,CD3X,gene,Term
tcs,tcs,cell type,Term
VACSER,VACSER,gene,Term
switched cells,switched cells,cell type,Term
APOB,APOB,gene,Term
AMG757,AMG757,gene,Term
significant antitumor activity,significant antitumor activity,pathways,Term
scnc,scnc,cell type,Term
ANGPTL4,ANGPTL4,gene,Term
cardiovascular diseases,cardiovascular diseases,disease,Term
metabolic syndrome,metabolic syndrome,disease,Term
BsAb5003,BsAb5003,unknown,Term
vivo tumor growth,vivo tumor growth,pathways,Term
MM cells,MM cells,unknown,Term
respiratory tract infections,respiratory tract infections,disease,Term
urinary tract infections,urinary tract infections,disease,Term
cell-cell communication networks,cell-cell communication networks,pathways,Term
microsatellite stable colorectal cancer liver metastases,microsatellite stable colorectal cancer liver metastases,pathways,Term
herpes simplex virus 2,herpes simplex virus 2,disease,Term
local bystander activation,local bystander activation,pathways,Term
innate-like protection,innate-like protection,pathways,Term
innate-like memory,innate-like memory,pathways,Term
decreased antigen recognition ability,decreased antigen recognition ability,pathways,Term
ALDH1L2,ALDH1L2,gene,Term
autoimmune colitis,autoimmune colitis,pathways,Term
incomplete immune reconstitution,incomplete immune reconstitution,pathways,Term
poor long-term outcomes,poor long-term outcomes,pathways,Term
MSA2,MSA2,gene,Term
lymphocyte aggregation,lymphocyte aggregation,pathways,Term
malignant germinal center b cells,malignant germinal center b cells,cell type,Term
ALDH2,ALDH2,gene,Term
adaptive t cells,adaptive t cells,cell type,Term
tigit,tigit,unknown,Term
myoCAF,myoCAF,unknown,Term
fibroblast,fibroblast,cell type,Term
myoCAF-rich tumor growth,myoCAF-rich tumor growth,unknown,Term
CD8 T-cell infiltration,CD8 T-cell infiltration,unknown,Term
anti-PD-1 blockade response,anti-PD-1 blockade response,unknown,Term
antitumor vaccination response,antitumor vaccination response,unknown,Term
NOX4,NOX4,unknown,Term
atm activation,atm activation,unknown,Term
atm inhibitors,atm inhibitors,unknown,Term
myoCAF differentiation,myoCAF differentiation,unknown,Term
CAF-mediated immunotherapy resistance,CAF-mediated immunotherapy resistance,unknown,Term
immune-checkpoint blockade response,immune-checkpoint blockade response,unknown,Term
myoCAF-rich tumors,myoCAF-rich tumors,unknown,Term
anti-PD-1 blockade,anti-PD-1 blockade,unknown,Term
antitumor vaccination,antitumor vaccination,unknown,Term
effective anti-tumor immunity,effective anti-tumor immunity,pathways,Term
advanced cutaneous melanoma,advanced cutaneous melanoma,pathways,Term
TREG,TREG,gene,Term
HLA-ABC,HLA-ABC,gene,Term
elicit epigenetic dysfunction,elicit epigenetic dysfunction,pathways,Term
BRD8,BRD8,gene,Term
BRD4,BRD4,gene,Term
CARM1,CARM1,gene,Term
tumours,tumours,disease,Term
mafs,mafs,cell type,Term
IGFBP2,IGFBP2,gene,Term
CXCL6,CXCL6,gene,Term
PDGFA,PDGFA,gene,Term
FGFB,FGFB,gene,Term
physiological immune responses,physiological immune responses,pathways,Term
SIV,SIV,unknown,Term
SIVMAC239M,SIVMAC239M,gene,Term
durable remission,durable remission,pathways,Term
inflammatory cytokine release,inflammatory cytokine release,pathways,Term
APDL,APDL,gene,Term
polyendocrinopathy,polyendocrinopathy,disease,Term
candidiasis,candidiasis,disease,Term
ectodermal,ectodermal,disease,Term
dystrophy,dystrophy,disease,Term
immune-related adverse event,immune-related adverse event,unknown,Term
clinical response,clinical response,unknown,Term
rectal cancer,rectal cancer,disease,Term
LIPID,LIPID,gene,Term
LTA4H,LTA4H,gene,Term
stained cells,stained cells,cell type,Term
APE1,APE1,gene,Term
CCL12,CCL12,gene,Term
AGS,AGS,gene,Term
lactate acidification,lactate acidification,unknown,Term
egr2,egr2,unknown,Term
MED12,MED12,gene,Term
sptlc2,sptlc2,unknown,Term
NCKAP1L,NCKAP1L,gene,Term
