nodeId:ID,name,node_type,:LABEL
tumor immune regulation,tumor immune regulation,unknown,Term
tumor immune modulation,tumor immune modulation,unknown,Term
tumor immune function,tumor immune function,unknown,Term
tumor immune dysfunction,tumor immune dysfunction,unknown,Term
DLL4,DLL4,gene,Term
natural killer cell lineage,natural killer cell lineage,cell type,Term
aecs,aecs,cell type,Term
RAG1,RAG1,gene,Term
tumor-infiltrating immunosuppressive leukocytes,tumor-infiltrating immunosuppressive leukocytes,pathways,Term
anti-tumor effect,anti-tumor effect,pathways,Term
killer cell,killer cell,cell type,Term
tcr cells,tcr cells,cell type,Term
APS,APS,unknown,Term
mucosal immune cell activation,mucosal immune cell activation,pathways,Term
acuite myeloid leukemia,acuite myeloid leukemia,unknown,Term
bmnk cells,bmnk cells,cell type,Term
TGF-β1,TGF-β1,unknown,Term
UNISERTIB,UNISERTIB,gene,Term
unisertb,unisertb,unknown,Term
cancer immunosurveillance,cancer immunosurveillance,pathways,Term
cancer immunoediting,cancer immunoediting,pathways,Term
DOT1L,DOT1L,gene,Term
TILC1,TILC1,gene,Term
MHC1,MHC1,gene,Term
activated mait cells,activated mait cells,cell type,Term
infection-elicited cytokines,infection-elicited cytokines,pathways,Term
pathogenic bacterial origin,pathogenic bacterial origin,pathways,Term
autoimmunities,autoimmunities,disease,Term
CD10,CD10,gene,Term
deep infiltrating endometriosis,deep infiltrating endometriosis,pathways,Term
anaplastic thyroid carcinoma,anaplastic thyroid carcinoma,disease,Term
SIGLEC15,SIGLEC15,gene,Term
SIGLEC10,SIGLEC10,gene,Term
T-HANK92,T-HANK92,gene,Term
acute undifferentiated leukemia,acute undifferentiated leukemia,disease,Term
resistant cancer cells,resistant cancer cells,cell type,Term
cancer cell types,cancer cell types,cell type,Term
pelvic pain,pelvic pain,pathways,Term
DEFB1,DEFB1,gene,Term
VAV1,VAV1,gene,Term
lyse tumor cells,lyse tumor cells,pathways,Term
endogenous natural killer cells,endogenous natural killer cells,unknown,Term
monoclonal antibody or cytokine treatment,monoclonal antibody or cytokine treatment,unknown,Term
adoptive transfer of natural killer cells,adoptive transfer of natural killer cells,unknown,Term
potent cytotoxic effector cells,potent cytotoxic effector cells,cell type,Term
GEN0101,GEN0101,gene,Term
HVJ-E,HVJ-E,gene,Term
HVJ,HVJ,gene,Term
innate immune lineages,innate immune lineages,pathways,Term
renal tumors,renal tumors,disease,Term
D16,D16,gene,Term
NKG2ALIGAND,NKG2ALIGAND,gene,Term
GDF15,GDF15,gene,Term
pancreatic adenocarcinoma,pancreatic adenocarcinoma,disease,Term
malaria,malaria,disease,Term
antibody blockade,antibody blockade,pathways,Term
primary liver tumours,primary liver tumours,cell type,Term
peritoneal dendritic cells,peritoneal dendritic cells,cell type,Term
immune cell behavior,immune cell behavior,pathways,Term
MDR1,MDR1,gene,Term
ABCB1,ABCB1,gene,Term
effector ctls,effector ctls,cell type,Term
memory ctls,memory ctls,cell type,Term
cytolytic lymphocytes,cytolytic lymphocytes,cell type,Term
nascent ctls,nascent ctls,cell type,Term
oac cells,oac cells,cell type,Term
pvrl-1,pvrl-1,unknown,Term
pvrl-4,pvrl-4,unknown,Term
potent tumour killers,potent tumour killers,cell type,Term
MIR34A,MIR34A,gene,Term
CXCL11,CXCL11,unknown,Term
pam,pam,unknown,Term
ST3GAL5,ST3GAL5,gene,Term
hypoxia-induced immunosuppression,hypoxia-induced immunosuppression,pathways,Term
cytotoxic function of nk cells,cytotoxic function of nk cells,unknown,Term
ERAP1,ERAP1,gene,Term
LY49C,LY49C,gene,Term
nk cell killing,nk cell killing,unknown,Term
mhc class i,mhc class i,unknown,Term
metabolic adaptation,metabolic adaptation,pathways,Term
antibody dependent cellular cytotoxicity,antibody dependent cellular cytotoxicity,pathways,Term
tumor immune status,tumor immune status,pathways,Term
immunogenic,immunogenic,cell type,Term
reduced tumor growth,reduced tumor growth,pathways,Term
TSLP,TSLP,gene,Term
CCL11,CCL11,gene,Term
BCMA,BCMA,unknown,Term
NG-CU,NG-CU,gene,Term
CH14.18,CH14.18,gene,Term
antibody-based therapy,antibody-based therapy,pathways,Term
ls cells,ls cells,cell type,Term
effector cell subsets,effector cell subsets,cell type,Term
VNP20009,VNP20009,unknown,Term
MLL-AF9-induced acute myeloid leukemia cells,MLL-AF9-induced acute myeloid leukemia cells,unknown,Term
white blood cell,white blood cell,cell type,Term
leukemia inhibitory factor,leukemia inhibitory factor,unknown,Term
C-X-C motif ligand-10,C-X-C motif ligand-10,unknown,Term
C-C motif ligand-2,C-C motif ligand-2,unknown,Term
MLL-AF9,MLL-AF9,gene,Term
stem cells,stem cells,pathways,Term
human natural killer cells,human natural killer cells,cell type,Term
MY,MY,gene,Term
MDSCS,MDSCS,gene,Term
CDK4,CDK4,gene,Term
senescent tumor cells,senescent tumor cells,cell type,Term
limited exhaustion,limited exhaustion,pathways,Term
WNT3A,WNT3A,gene,Term
killer vδ2 cells,killer vδ2 cells,cell type,Term
longer progressive-free survival,longer progressive-free survival,pathways,Term
nk cell-mediated regression,nk cell-mediated regression,unknown,Term
macs,macs,cell type,Term
monocyte-derived macrophages,monocyte-derived macrophages,unknown,Term
mo-macs,mo-macs,unknown,Term
TGFβ,TGFβ,unknown,Term
αgc,αgc,cell type,Term
educated nk cells,educated nk cells,cell type,Term
antigen-loaded dendritic-cell-derived exosomes,antigen-loaded dendritic-cell-derived exosomes,pathways,Term
missing self-responses,missing self-responses,pathways,Term
AGCNKT,AGCNKT,gene,Term
inkt cell,inkt cell,cell type,Term
antigen-presenting cells,antigen-presenting cells,unknown,Term
clear cell carcinoma,clear cell carcinoma,disease,Term
autologous tumor cells,autologous tumor cells,cell type,Term
peritoneal fluid,peritoneal fluid,cell type,Term
Bio-MnSe,Bio-MnSe,unknown,Term
cGAS-STING,cGAS-STING,unknown,Term
systemic anti-tumour immune response,systemic anti-tumour immune response,unknown,Term
ENOA,ENOA,gene,Term
pdc,pdc,cell type,Term
bone marrow plasmacytoid dendritic cells,bone marrow plasmacytoid dendritic cells,cell type,Term
ENO1,ENO1,gene,Term
ENO1INHIBITOR,ENO1INHIBITOR,gene,Term
GLUTOR,GLUTOR,gene,Term
anti-tumor immune reactions,anti-tumor immune reactions,pathways,Term
antibody-bound targets,antibody-bound targets,pathways,Term
tumor-mediated suppressive effects,tumor-mediated suppressive effects,pathways,Term
cancer-directed immunity,cancer-directed immunity,pathways,Term
human tumor engraftment,human tumor engraftment,pathways,Term
pre-clinical therapeutic development,pre-clinical therapeutic development,pathways,Term
substantial tissue specificity,substantial tissue specificity,pathways,Term
ovary,ovary,disease,Term
breast,breast,disease,Term
resident cell types,resident cell types,cell type,Term
tissue-specific expression differences,tissue-specific expression differences,pathways,Term
epidermal growth factor,epidermal growth factor,unknown,Term
circulating nk cells,circulating nk cells,cell type,Term
immunopathology,immunopathology,unknown,Term
coronaviruses,coronaviruses,unknown,Term
lung injury,lung injury,unknown,Term
acute respiratory distress syndrome,acute respiratory distress syndrome,unknown,Term
exhaustion,exhaustion,unknown,Term
reduced circulating nk cell levels,reduced circulating nk cell levels,unknown,Term
progression and severity of COVID-19,progression and severity of COVID-19,unknown,Term
reduced circulating nk cells levels,reduced circulating nk cells levels,unknown,Term
viral clearance,viral clearance,unknown,Term
atherosclerosis,atherosclerosis,disease,Term
atherosclerosis-associated risk factors,atherosclerosis-associated risk factors,pathways,Term
mouse nk cells,mouse nk cells,cell type,Term
FCGR2B,FCGR2B,gene,Term
ELOTUZUMAB,ELOTUZUMAB,gene,Term
uncontrolled proliferation,uncontrolled proliferation,pathways,Term
tumor cell formation,tumor cell formation,pathways,Term
CMET,CMET,gene,Term
anti-cMET CAR-NK-92 cells,anti-cMET CAR-NK-92 cells,unknown,Term
cMET,cMET,unknown,Term
cml cells,cml cells,cell type,Term
murine thymic inkt1 cells,murine thymic inkt1 cells,cell type,Term
thymic inkt cells,thymic inkt cells,cell type,Term
thymic epithelial cell,thymic epithelial cell,cell type,Term
inkt1 cell,inkt1 cell,cell type,Term
metastatic tumor lesions,metastatic tumor lesions,pathways,Term
PCNA,PCNA,gene,Term
tnbcs,tnbcs,cell type,Term
tumor cell heterogeneity,tumor cell heterogeneity,pathways,Term
local acute inflammatory reaction,local acute inflammatory reaction,pathways,Term
immunogenic cell debris,immunogenic cell debris,pathways,Term
alveolar macrophages,alveolar macrophages,cell type,Term
epidermal growth factor receptor,epidermal growth factor receptor,pathways,Term
HTLs,HTLs,unknown,Term
helper T lymphocytes,helper T lymphocytes,unknown,Term
cancer evolution,cancer evolution,pathways,Term
tumor evolution factors,tumor evolution factors,pathways,Term
SIA,SIA,gene,Term
NEU5AC,NEU5AC,gene,Term
C10ORF137,C10ORF137,gene,Term
SI,SI,gene,Term
CNK,CNK,gene,Term
tumor cell promotion,tumor cell promotion,pathways,Term
tumor vasculature,tumor vasculature,pathways,Term
tumor vessel activation,tumor vessel activation,pathways,Term
sMIC,sMIC,unknown,Term
polyfunctional potential,polyfunctional potential,unknown,Term
CBM-signalosome,CBM-signalosome,unknown,Term
inflammatory pathways,inflammatory pathways,unknown,Term
mMIC,mMIC,unknown,Term
PLC2γ2/SLP-76/Vav1 pathway,PLC2γ2/SLP-76/Vav1 pathway,unknown,Term
αpdl1,αpdl1,unknown,Term
NKG2A-CD57+ NK cell subset,NKG2A-CD57+ NK cell subset,unknown,Term
time to next treatment,time to next treatment,unknown,Term
NKG2A-CD57- NK cell subset,NKG2A-CD57- NK cell subset,unknown,Term
autoHSCT,autoHSCT,unknown,Term
NK cell reconstitution,NK cell reconstitution,unknown,Term
NK cell maturation,NK cell maturation,unknown,Term
immunometabolic suppression,immunometabolic suppression,pathways,Term
gbm tme,gbm tme,cell type,Term
activated neutrophils,activated neutrophils,cell type,Term
antigen recognition,antigen recognition,pathways,Term
nk-92/car cells,nk-92/car cells,unknown,Term
PSMA,PSMA,gene,Term
TRIK,TRIK,gene,Term
specific tumor target recognition,specific tumor target recognition,pathways,Term
specific antigen recognition,specific antigen recognition,pathways,Term
viremia,viremia,unknown,Term
cd56dim nk cells,cd56dim nk cells,cell type,Term
memory nk cells,memory nk cells,cell type,Term
immature cd56bright nk cells,immature cd56bright nk cells,cell type,Term
cd56bright nk cells,cd56bright nk cells,unknown,Term
antitumor cytotoxic functions,antitumor cytotoxic functions,pathways,Term
nkl cells,nkl cells,cell type,Term
freshly isolated nk cells,freshly isolated nk cells,cell type,Term
efficient immune synapse formation,efficient immune synapse formation,pathways,Term
CD58,CD58,gene,Term
DB7.2,DB7.2,gene,Term
antitumoral immunotherapy,antitumoral immunotherapy,pathways,Term
tumour immune microenvironment responses,tumour immune microenvironment responses,pathways,Term
radiotherapy-induced tumour growth delay,radiotherapy-induced tumour growth delay,pathways,Term
anti-PD-L1,anti-PD-L1,unknown,Term
KIR receptor,KIR receptor,unknown,Term
IgM+ B cells,IgM+ B cells,unknown,Term
CD4 T-cell,CD4 T-cell,unknown,Term
CD8 T-cell exhaustion,CD8 T-cell exhaustion,unknown,Term
CD8 T-cell,CD8 T-cell,unknown,Term
CD4 T-cell exhaustion,CD4 T-cell exhaustion,unknown,Term
intubation and death,intubation and death,unknown,Term
RTX,RTX,gene,Term
TIM3,TIM3,unknown,Term
OBZ,OBZ,unknown,Term
IL23,IL23,gene,Term
lps,lps,unknown,Term
anti-gr1,anti-gr1,unknown,Term
anti-g-csf,anti-g-csf,unknown,Term
bacterial,bacterial,disease,Term
LPS,LPS,gene,Term
target t lymphocytes,target t lymphocytes,cell type,Term
nontransformed cells,nontransformed cells,cell type,Term
endogenous DNA damage levels,endogenous DNA damage levels,unknown,Term
CD16-positive dendritic cells,CD16-positive dendritic cells,unknown,Term
BCMACD3,BCMACD3,gene,Term
BT1,BT1,gene,Term
BK1,BK1,gene,Term
cancer pathways,cancer pathways,pathways,Term
immune-related lncRNA signature,immune-related lncRNA signature,unknown,Term
Th1 cells,Th1 cells,unknown,Term
macrophages M0,macrophages M0,unknown,Term
CD4 memory T cells,CD4 memory T cells,unknown,Term
macrophages M1,macrophages M1,unknown,Term
DNA repair,DNA repair,unknown,Term
mammalian target of rapamycin signaling,mammalian target of rapamycin signaling,unknown,Term
immunologic characteristics,immunologic characteristics,unknown,Term
immune cell infiltration,immune cell infiltration,unknown,Term
liver cirrhosis,liver cirrhosis,pathways,Term
immune-based pregnancy pathologies,immune-based pregnancy pathologies,pathways,Term
regulatory b cell,regulatory b cell,cell type,Term
regulatory b cells,regulatory b cells,cell type,Term
gemcitabine,gemcitabine,unknown,Term
best supportive care,best supportive care,unknown,Term
circulating immune cell subsets,circulating immune cell subsets,cell type,Term
maintenance gemcitabine,maintenance gemcitabine,unknown,Term
malignant mesothelioma,malignant mesothelioma,unknown,Term
systemic immunotoxicity,systemic immunotoxicity,pathways,Term
AD-H-TERT,AD-H-TERT,gene,Term
ACACA,ACACA,gene,Term
nkt1 cell subset,nkt1 cell subset,cell type,Term
cell survival,cell survival,pathways,Term
BLIMP1,BLIMP1,gene,Term
CIK,CIK,gene,Term
DC-CIK,DC-CIK,gene,Term
tissue damage,tissue damage,unknown,Term
immune exhaustion,immune exhaustion,unknown,Term
sepsis,sepsis,disease,Term
ILC,ILC,gene,Term
HOBIT,HOBIT,gene,Term
ABO,ABO,gene,Term
C5B,C5B,gene,Term
activated natural killer cells,activated natural killer cells,cell type,Term
increased tumor elimination,increased tumor elimination,pathways,Term
IFNI,IFNI,gene,Term
immune sensing pathway,immune sensing pathway,pathways,Term
Leukemia,Leukemia,unknown,Term
Poly I:C,Poly I:C,unknown,Term
Nkp44,Nkp44,unknown,Term
Imiquimod,Imiquimod,unknown,Term
R848,R848,unknown,Term
ODN2006,ODN2006,unknown,Term
Cytotoxic NK cells,Cytotoxic NK cells,unknown,Term
Leukemic cells,Leukemic cells,unknown,Term
immunoprotective roles in cancer,immunoprotective roles in cancer,unknown,Term
NK cell regulation,NK cell regulation,unknown,Term
antitumor cytotoxicity,antitumor cytotoxicity,pathways,Term
EUCALYPTUS GLOBULUS,EUCALYPTUS GLOBULUS,gene,Term
significant cytotoxicity,significant cytotoxicity,pathways,Term
eNK cells,eNK cells,unknown,Term
normal fibroblasts,normal fibroblasts,cell type,Term
amide-linked phenyl alkane substitutions,amide-linked phenyl alkane substitutions,pathways,Term
human iNKT cells,human iNKT cells,unknown,Term
strong anti-tumor effects,strong anti-tumor effects,pathways,Term
strong immune responses,strong immune responses,pathways,Term
mouse iNKT cells,mouse iNKT cells,unknown,Term
liver cancer immunotherapy,liver cancer immunotherapy,pathways,Term
lymphocyte activation,lymphocyte activation,unknown,Term
cd137 ligand,cd137 ligand,unknown,Term
FMC63,FMC63,gene,Term
MTA,MTA,gene,Term
nk cell degranulation,nk cell degranulation,unknown,Term
RAG2,RAG2,gene,Term
V(D)J,V(D)J,gene,Term
TCRΑ,TCRΑ,gene,Term
TCY,TCY,gene,Term
graft-versus-host-disease,graft-versus-host-disease,unknown,Term
immune cell activity,immune cell activity,unknown,Term
anti-hcc activity,anti-hcc activity,unknown,Term
KIR3DL3,KIR3DL3,gene,Term
CIRCPUM1,CIRCPUM1,gene,Term
MIR770,MIR770,gene,Term
SP2,SP2,unknown,Term
NAP1L1,NAP1L1,unknown,Term
cisplatin resistance,cisplatin resistance,unknown,Term
NK cell toxicity,NK cell toxicity,unknown,Term
proliferation malignant cells,proliferation malignant cells,cell type,Term
low-dose radiotherapy,low-dose radiotherapy,unknown,Term
cytotoxic natural killer cells,cytotoxic natural killer cells,cell type,Term
NK-92,NK-92,gene,Term
transcriptional activation,transcriptional activation,pathways,Term
transcriptional repression,transcriptional repression,pathways,Term
DCAS9,DCAS9,gene,Term
lytic granules,lytic granules,cell type,Term
MTOC,MTOC,gene,Term
NK cell subsets,NK cell subsets,unknown,Term
SIV infection,SIV infection,unknown,Term
CD8+ cytotoxic T lymphocytes,CD8+ cytotoxic T lymphocytes,unknown,Term
metastatic renal cell carcinoma,metastatic renal cell carcinoma,pathways,Term
IL-21,IL-21,unknown,Term
STATS,STATS,unknown,Term
PI3K-AKT-mTORC1,PI3K-AKT-mTORC1,unknown,Term
b7h6,b7h6,cell type,Term
DAS1,DAS1,gene,Term
immune-activating TME,immune-activating TME,unknown,Term
TME in MPLC,TME in MPLC,unknown,Term
CD56dim NK cells,CD56dim NK cells,unknown,Term
TME in IM,TME in IM,unknown,Term
activated B cells,activated B cells,unknown,Term
immature dendritic cells,immature dendritic cells,unknown,Term
NECTIN4,NECTIN4,unknown,Term
MPLC,MPLC,unknown,Term
antitumor reactions,antitumor reactions,pathways,Term
immune control pathways,immune control pathways,pathways,Term
prostate cancer stem cells,prostate cancer stem cells,cell type,Term
progressive accumulation,progressive accumulation,pathways,Term
S100A8/9,S100A8/9,gene,Term
impaired antigen presentation,impaired antigen presentation,pathways,Term
unwanted/excessive responses,unwanted/excessive responses,pathways,Term
individual effector cells,individual effector cells,pathways,Term
TYROS,TYROS,gene,Term
TKIS,TKIS,gene,Term
antibody therapy,antibody therapy,pathways,Term
natural anti-tumor properties,natural anti-tumor properties,pathways,Term
FCAR,FCAR,gene,Term
intestinal,intestinal,disease,Term
diarrhea,diarrhea,disease,Term
ZDHHC20,ZDHHC20,gene,Term
palmitoylation,palmitoylation,unknown,Term
innate immune system,innate immune system,unknown,Term
stereotactic body radiation therapy,stereotactic body radiation therapy,pathways,Term
MYD88,MYD88,gene,Term
anti-viral effects,anti-viral effects,pathways,Term
downstream immune responses,downstream immune responses,pathways,Term
infected splenic stromal cells,infected splenic stromal cells,cell type,Term
hematological cells,hematological cells,cell type,Term
robust anti-cancer activity,robust anti-cancer activity,pathways,Term
DNP,DNP,gene,Term
GP160,GP160,gene,Term
universal car-,universal car-,cell type,Term
anti-tumour responses,anti-tumour responses,pathways,Term
PTPN6,PTPN6,gene,Term
KILLERCELL,KILLERCELL,gene,Term
unresponsive cells,unresponsive cells,cell type,Term
TRAM1,TRAM1,gene,Term
HC,HC,gene,Term
SH2D1A,SH2D1A,gene,Term
ODN,ODN,gene,Term
C34,C34,gene,Term
D49,D49,gene,Term
DL1,DL1,gene,Term
direct immunosuppression,direct immunosuppression,pathways,Term
impaired recognition,impaired recognition,pathways,Term
surface receptor expression,surface receptor expression,pathways,Term
immune-targeted strategies,immune-targeted strategies,pathways,Term
acute leukemia cells,acute leukemia cells,cell type,Term
car-,car-,cell type,Term
anti-tumor effects,anti-tumor effects,pathways,Term
CEBP,CEBP,gene,Term
CEBPD,CEBPD,gene,Term
long-term anti-tumor activity,long-term anti-tumor activity,pathways,Term
strong anti-tumor activity,strong anti-tumor activity,pathways,Term
HAS1,HAS1,gene,Term
hank cells,hank cells,cell type,Term
cancer elimination,cancer elimination,pathways,Term
HAMATERIALS,HAMATERIALS,gene,Term
ha,ha,cell type,Term
TXNIP,TXNIP,gene,Term
protein synthesis,protein synthesis,unknown,Term
proliferation of early differentiation stages,proliferation of early differentiation stages,unknown,Term
NK cell numbers,NK cell numbers,unknown,Term
TXNIP knockdown,TXNIP knockdown,unknown,Term
augmented immune surveillance,augmented immune surveillance,pathways,Term
tumor immune surveillance,tumor immune surveillance,pathways,Term
BACH2,BACH2,unknown,Term
unrestrained cytotoxic function,unrestrained cytotoxic function,pathways,Term
innate cytotoxic function,innate cytotoxic function,pathways,Term
unrestrained cytologic function,unrestrained cytologic function,unknown,Term
innate cytologic function,innate cytologic function,unknown,Term
cd8 t,cd8 t,cell type,Term
cd155 hcc cells,cd155 hcc cells,cell type,Term
autologous nkt cells,autologous nkt cells,unknown,Term
autologous,autologous,cell type,Term
gd2-specific car,gd2-specific car,unknown,Term
TKI,TKI,gene,Term
TRAV14-TRAJ18,TRAV14-TRAJ18,gene,Term
GLB1,GLB1,gene,Term
B3GALT5,B3GALT5,gene,Term
FUT2,FUT2,gene,Term
intrahepatic cholangiocarcinoma,intrahepatic cholangiocarcinoma,pathways,Term
TCELL,TCELL,gene,Term
SER77,SER77,gene,Term
neuroinflammation,neuroinflammation,unknown,Term
neurodestructive proinflammatory cytokines,neurodestructive proinflammatory cytokines,unknown,Term
neurogenesis,neurogenesis,unknown,Term
cognitive function,cognitive function,unknown,Term
depletion of nk cells,depletion of nk cells,unknown,Term
adaptive immune behavior,adaptive immune behavior,pathways,Term
VK9,VK9,gene,Term
GLOBOH,GLOBOH,gene,Term
anti-SSEA4,anti-SSEA4,unknown,Term
anti-Globo H,anti-Globo H,unknown,Term
icca,icca,disease,Term
MHC-I,MHC-I,unknown,Term
MHC-I-deficient tumor cells,MHC-I-deficient tumor cells,unknown,Term
AG85B,AG85B,gene,Term
TB10.4,TB10.4,gene,Term
CA-MS,CA-MS,gene,Term
tumor cell invasion,tumor cell invasion,pathways,Term
Trp2/CpG,Trp2/CpG,unknown,Term
pH/redox dual-sensitive micelles,pH/redox dual-sensitive micelles,unknown,Term
M2-type macrophages,M2-type macrophages,unknown,Term
M1-type macrophages,M1-type macrophages,unknown,Term
advanced melanoma,advanced melanoma,pathways,Term
RNLS,RNLS,gene,Term
GANGLIO,GANGLIO,gene,Term
bcscs,bcscs,cell type,Term
primary tnbcs,primary tnbcs,cell type,Term
melatonin,melatonin,unknown,Term
steatohepatitis,steatohepatitis,disease,Term
lobular inflammation,lobular inflammation,disease,Term
nash,nash,disease,Term
hepatic inflammation,hepatic inflammation,pathways,Term
fibrosis,fibrosis,disease,Term
chronic liver disease,chronic liver disease,pathways,Term
nonalcoholic fatty liver disease,nonalcoholic fatty liver disease,pathways,Term
liver lesions,liver lesions,disease,Term
nonalcoholic steatohepatitis,nonalcoholic steatohepatitis,pathways,Term
highly maintained cytotoxic effector function,highly maintained cytotoxic effector function,pathways,Term
gamma irradiation,gamma irradiation,pathways,Term
low energy electron irradiation,low energy electron irradiation,unknown,Term
lymphocyte populations,lymphocyte populations,cell type,Term
naive lymphocytes,naive lymphocytes,cell type,Term
marrow mesenchymal stromal cells,marrow mesenchymal stromal cells,cell type,Term
FCGR3,FCGR3,gene,Term
innate lymphoid cell populations,innate lymphoid cell populations,cell type,Term
invariant t cells,invariant t cells,cell type,Term
pulmonary cancer,pulmonary cancer,disease,Term
ppcs,ppcs,cell type,Term
microbial translocation,microbial translocation,pathways,Term
neutrophil infiltration,neutrophil infiltration,pathways,Term
heightened inflammation,heightened inflammation,pathways,Term
TCF7,TCF7,gene,Term
cytotoxic cell populations,cytotoxic cell populations,cell type,Term
tumour cell targets,tumour cell targets,cell type,Term
engagers,engagers,cell type,Term
trispecific antibody,trispecific antibody,unknown,Term
bispecific antibody,bispecific antibody,unknown,Term
invariant natural killer T cells,invariant natural killer T cells,unknown,Term
myeloid derived suppressor cells,myeloid derived suppressor cells,cell type,Term
host anti-tumor immune response,host anti-tumor immune response,pathways,Term
human mait cells,human mait cells,cell type,Term
M1,M1,gene,Term
SST,SST,gene,Term
GHRL,GHRL,gene,Term
anorexia,anorexia,disease,Term
rapid body weight loss,rapid body weight loss,pathways,Term
gastric cancer pathogenesis,gastric cancer pathogenesis,pathways,Term
gastric cancer immunotherapy,gastric cancer immunotherapy,pathways,Term
poorly differentiated tumors,poorly differentiated tumors,unknown,Term
stem-like tumors,stem-like tumors,pathways,Term
TCRS,TCRS,gene,Term
NKRS,NKRS,gene,Term
NATURAL KILLER CELL RECEPTORS,NATURAL KILLER CELL RECEPTORS,gene,Term
pro-tumor immune response,pro-tumor immune response,pathways,Term
gbm,gbm,cell type,Term
spheroids,spheroids,cell type,Term
human peripheral blood,human peripheral blood,cell type,Term
CNOT7,CNOT7,gene,Term
TGFB1,TGFB1,gene,Term
SPASE3,SPASE3,gene,Term
VitC,VitC,unknown,Term
direct anti-cancer activity,direct anti-cancer activity,pathways,Term
VitaminC,VitaminC,unknown,Term
TPM29,TPM29,gene,Term
TRIM29,TRIM29,gene,Term
pd-l1,pd-l1,unknown,Term
effective antitumoral immunity,effective antitumoral immunity,pathways,Term
antibodies targeting ctla-4,antibodies targeting ctla-4,unknown,Term
antibodies targeting pd-1,antibodies targeting pd-1,unknown,Term
antibodies targeting pd-l1,antibodies targeting pd-l1,unknown,Term
blockade of immune checkpoints,blockade of immune checkpoints,unknown,Term
MAIT,MAIT,gene,Term
TRDV2,TRDV2,gene,Term
STAT6,STAT6,gene,Term
IL-4,IL-4,unknown,Term
thymic iT cells,thymic iT cells,unknown,Term
genetic,genetic,disease,Term
NK cell recognition,NK cell recognition,unknown,Term
T cell recognition,T cell recognition,unknown,Term
KLF2,KLF2,gene,Term
NKp30a,NKp30a,unknown,Term
NKp30b,NKp30b,unknown,Term
primary expanded NK cells,primary expanded NK cells,unknown,Term
myeloid leukemia cells,myeloid leukemia cells,cell type,Term
THP-1 cells,THP-1 cells,unknown,Term
dysfunction,dysfunction,disease,Term
eml nk cells,eml nk cells,cell type,Term
effcnk cells,effcnk cells,cell type,Term
EML1,EML1,gene,Term
EML2,EML2,gene,Term
non-alcoholic steatohepatitis,non-alcoholic steatohepatitis,pathways,Term
metabolic dysregulation,metabolic dysregulation,pathways,Term
insulin resistance,insulin resistance,pathways,Term
liver malignancy,liver malignancy,disease,Term
herpes,herpes,disease,Term
encephalitis,encephalitis,disease,Term
HK-Mpg,HK-Mpg,unknown,Term
splenocytes,splenocytes,cell type,Term
CAR-iNKT cells,CAR-iNKT cells,unknown,Term
ISGs,ISGs,unknown,Term
innate immunity,innate immunity,unknown,Term
ISG12a,ISG12a,unknown,Term
innate immune response,innate immune response,unknown,Term
Wnt/β-catenin signaling,Wnt/β-catenin signaling,unknown,Term
JAK-STAT signaling,JAK-STAT signaling,unknown,Term
Axin,Axin,unknown,Term
im,im,cell type,Term
central memory cd4,central memory cd4,cell type,Term
activated monocyte subsets,activated monocyte subsets,cell type,Term
myoepithelial carcinoma,myoepithelial carcinoma,disease,Term
spontaneous regression,spontaneous regression,pathways,Term
metastatic salivary gland myoepithelial carcinoma,metastatic salivary gland myoepithelial carcinoma,pathways,Term
IFNL,IFNL,gene,Term
IL28,IL28,gene,Term
IL29,IL29,gene,Term
IFNLR1,IFNLR1,gene,Term
LGR5,LGR5,gene,Term
isc,isc,cell type,Term
EG-RIL-29,EG-RIL-29,gene,Term
hypertension,hypertension,unknown,Term
TNFSF10,TNFSF10,gene,Term
TS514,TS514,gene,Term
psoriasis,psoriasis,disease,Term
arthritis,arthritis,disease,Term
synovial nk cells,synovial nk cells,cell type,Term
synovial macrophages,synovial macrophages,cell type,Term
CIS,CIS,gene,Term
CSF3R,CSF3R,gene,Term
DCI,DCI,gene,Term
granzyme H,granzyme H,unknown,Term
P. aeruginosa,P. aeruginosa,unknown,Term
YT cells,YT cells,unknown,Term
alemtuzumab,alemtuzumab,unknown,Term
classical nk cells,classical nk cells,cell type,Term
regulatory subset,regulatory subset,cell type,Term
GvHD,GvHD,unknown,Term
T-cell depletion,T-cell depletion,unknown,Term
disease relapse,disease relapse,unknown,Term
poor immune reconstitution,poor immune reconstitution,unknown,Term
neoplastic or virally infected cells,neoplastic or virally infected cells,unknown,Term
adaptive immunity,adaptive immunity,unknown,Term
soluble mediators,soluble mediators,unknown,Term
hostile physical conditions,hostile physical conditions,unknown,Term
bi-directional crosstalk,bi-directional crosstalk,pathways,Term
ISG15,ISG15,gene,Term
myeloid cell infiltration,myeloid cell infiltration,unknown,Term
extracellular matrix remodeling,extracellular matrix remodeling,unknown,Term
tissue alert,tissue alert,unknown,Term
disease phenotypes,disease phenotypes,pathways,Term
acute leukemia,acute leukemia,disease,Term
high-risk acute leukemia,high-risk acute leukemia,pathways,Term
infused cells,infused cells,cell type,Term
tumour immune escape,tumour immune escape,pathways,Term
smAD,smAD,unknown,Term
uterine natural killer cells,uterine natural killer cells,cell type,Term
immune cell recruitment,immune cell recruitment,pathways,Term
prognosis evaluation,prognosis evaluation,pathways,Term
hypoxia score,hypoxia score,unknown,Term
