nodeId:ID,name,node_type,:LABEL
CD20-%B cell,CD20-%B cell,unknown,Term
CD20% lymphocytes,CD20% lymphocytes,unknown,Term
CD25 on IgD- CD27-,CD25 on IgD- CD27-,unknown,Term
CD25 on IgD+ CD24+,CD25 on IgD+ CD24+,unknown,Term
CD27 on IgD+ CD24+,CD27 on IgD+ CD24+,unknown,Term
CD28+ CD45RA- CD8br AC,CD28+ CD45RA- CD8br AC,unknown,Term
CD3 on TD CD8br,CD3 on TD CD8br,unknown,Term
IgD-CD38dim%B cells,IgD-CD38dim%B cells,unknown,Term
Mo MDSC AC,Mo MDSC AC,unknown,Term
IgD+ CD38- %B cell,IgD+ CD38- %B cell,unknown,Term
IgD- CD24- %lymphocyte,IgD- CD24- %lymphocyte,unknown,Term
CD19 on IgD- CD38dim,CD19 on IgD- CD38dim,unknown,Term
CD20 on IgD+ CD24+,CD20 on IgD+ CD24+,unknown,Term
CD62L-myeloid DC AC,CD62L-myeloid DC AC,unknown,Term
CD4+ AC,CD4+ AC,unknown,Term
Lymphocyte %leukocyte,Lymphocyte %leukocyte,unknown,Term
CD3 on HLA-DR+ T cell,CD3 on HLA-DR+ T cell,unknown,Term
CD3 on CD45RA- CD4+,CD3 on CD45RA- CD4+,unknown,Term
HVEM on naive CD4+ AC,HVEM on naive CD4+ AC,unknown,Term
HVEM on CD45RA- CD4+,HVEM on CD45RA- CD4+,unknown,Term
CD4 on TD CD4+,CD4 on TD CD4+,unknown,Term
CD4 on CD4 Treg,CD4 on CD4 Treg,unknown,Term
CD4 on CD39+ resting Treg,CD4 on CD39+ resting Treg,unknown,Term
CD4 on activated & secreting Treg,CD4 on activated & secreting Treg,unknown,Term
AMPKα1,AMPKα1,unknown,Term
b lymphoblasts,b lymphoblasts,cell type,Term
Ig production,Ig production,unknown,Term
serum Ab concentrations,serum Ab concentrations,unknown,Term
mitochondrial spare respiratory capacity,mitochondrial spare respiratory capacity,unknown,Term
mitophagy,mitophagy,unknown,Term
lipid peroxidation,lipid peroxidation,unknown,Term
mitochondrial activity,mitochondrial activity,unknown,Term
memory-phenotype B cells,memory-phenotype B cells,unknown,Term
recall Ab response,recall Ab response,unknown,Term
mitochondrial homeostasis,mitochondrial homeostasis,unknown,Term
mitochondrial longevity,mitochondrial longevity,unknown,Term
memory B cell compartment,memory B cell compartment,unknown,Term
tumor escape,tumor escape,pathways,Term
myeloma,myeloma,disease,Term
target b lymphocytes,target b lymphocytes,cell type,Term
EPHA2,EPHA2,gene,Term
epithelial tumor cells,epithelial tumor cells,cell type,Term
neutrophil-mediated destruction,neutrophil-mediated destruction,pathways,Term
progressive disease,progressive disease,pathways,Term
IGA1,IGA1,gene,Term
IGA2,IGA2,gene,Term
TAT4,TAT4,gene,Term
mdcs,mdcs,cell type,Term
EBV-Nuclear Antigens,EBV-Nuclear Antigens,unknown,Term
EBNA-LP,EBNA-LP,unknown,Term
EBNA2,EBNA2,unknown,Term
primary B cells,primary B cells,unknown,Term
viral proteins,viral proteins,pathways,Term
EBNAs,EBNAs,unknown,Term
bregs,bregs,unknown,Term
fibroinflammatory infiltrates,fibroinflammatory infiltrates,cell type,Term
CAR19,CAR19,gene,Term
complete remission,complete remission,pathways,Term
median duration,median duration,pathways,Term
TROY,TROY,gene,Term
gml,gml,cell type,Term
SCH727965,SCH727965,gene,Term
CDK,CDK,gene,Term
significant antimyeloma activity,significant antimyeloma activity,pathways,Term
peripheral helper t cells,peripheral helper t cells,cell type,Term
tph,tph,cell type,Term
immune checkpoint pathways,immune checkpoint pathways,pathways,Term
immune checkpoint inhibitor-associated acute tubulointerstitial nephritis,immune checkpoint inhibitor-associated acute tubulointerstitial nephritis,pathways,Term
acute tubulointerstitial nephritis,acute tubulointerstitial nephritis,disease,Term
congenital deficiency,congenital deficiency,disease,Term
high B cell infiltrates,high B cell infiltrates,unknown,Term
tumor-reactivity of the patient's expanded TIL products,tumor-reactivity of the patient's expanded TIL products,unknown,Term
KLR,KLR,gene,Term
virally infected cells,virally infected cells,cell type,Term
KIR,KIR,gene,Term
antigen presenting b cells,antigen presenting b cells,cell type,Term
gastric cancer development,gastric cancer development,pathways,Term
vaccine,vaccine,unknown,Term
ALLCAR19,ALLCAR19,gene,Term
spontaneous apoptosis,spontaneous apoptosis,pathways,Term
monocyte differentiation,monocyte differentiation,pathways,Term
MUC1,MUC1,gene,Term
colorectal cancer stem cells,colorectal cancer stem cells,cell type,Term
ccscs,ccscs,cell type,Term
mutation elimination,mutation elimination,pathways,Term
age-related alterations,age-related alterations,pathways,Term
commensal bacteria,commensal bacteria,pathways,Term
abnormal cell,abnormal cell,cell type,Term
antigen-dependent cellular cytotoxicity,antigen-dependent cellular cytotoxicity,pathways,Term
complement activation,complement activation,pathways,Term
splenic macrophages,splenic macrophages,cell type,Term
extracellular lymphocytic leukemia,extracellular lymphocytic leukemia,unknown,Term
breast cancer cells,breast cancer cells,cell type,Term
neuropathy,neuropathy,disease,Term
weakness,weakness,disease,Term
paresthesia,paresthesia,disease,Term
ophthalmoplegia,ophthalmoplegia,disease,Term
STING,STING,gene,Term
MSA2,MSA2,gene,Term
OPRM1,OPRM1,gene,Term
lymphocyte aggregation,lymphocyte aggregation,pathways,Term
CHES1,CHES1,gene,Term
TCL1A,TCL1A,gene,Term
malignant germinal center b cells,malignant germinal center b cells,cell type,Term
epigenetic modifier therapies,epigenetic modifier therapies,pathways,Term
"Here is the output based on the abstract and the provided biomedical term pairs:

(melanoma","Here is the output based on the abstract and the provided biomedical term pairs:

(melanoma",unknown,Term
HLA-ABC,HLA-ABC,gene,Term
tumor infiltrating lymphocytes,tumor infiltrating lymphocytes,cell type,Term
long-term responses,long-term responses,pathways,Term
immunosuppressive cells,immunosuppressive cells,cell type,Term
NKG2D,NKG2D,gene,Term
ULBP1,ULBP1,gene,Term
ULBP5,ULBP5,gene,Term
ebna1,ebna1,unknown,Term
newly infected cells,newly infected cells,cell type,Term
ebv,ebv,unknown,Term
HPRT,HPRT,gene,Term
alemtuzumab,alemtuzumab,unknown,Term
host immune deficiencies,host immune deficiencies,pathways,Term
ectodermal,ectodermal,disease,Term
dystrophy,dystrophy,disease,Term
candidiasis,candidiasis,disease,Term
polyendocrinopathy,polyendocrinopathy,disease,Term
pneumonitis,pneumonitis,disease,Term
thymoma,thymoma,disease,Term
tumor-specific immunity,tumor-specific immunity,pathways,Term
FCGR2A,FCGR2A,gene,Term
key affinity-increasing mutations,key affinity-increasing mutations,pathways,Term
evolutionary information,evolutionary information,pathways,Term
lars b cells,lars b cells,cell type,Term
immunoregulatory b cells,immunoregulatory b cells,cell type,Term
LARS2,LARS2,gene,Term
AMACR,AMACR,gene,Term
LEU,LEU,gene,Term
triple-negative breast cancer,triple-negative breast cancer,disease,Term
B-cell responses,B-cell responses,unknown,Term
humoral immune response,humoral immune response,pathways,Term
cellular immune response,cellular immune response,unknown,Term
b lymphocyte subsets,b lymphocyte subsets,cell type,Term
IL6ST,IL6ST,gene,Term
il6,il6,unknown,Term
SLC6A4,SLC6A4,gene,Term
Wnt/β-catenin,Wnt/β-catenin,unknown,Term
enhanced immune cell recruitment,enhanced immune cell recruitment,pathways,Term
poor tumor antigenicity,poor tumor antigenicity,pathways,Term
Wnt,Wnt,unknown,Term
BHLHE40,BHLHE40,gene,Term
activated cd4 t cells,activated cd4 t cells,cell type,Term
γδ t lymphocytes,γδ t lymphocytes,cell type,Term
non-B-Ig,non-B-Ig,unknown,Term
cytoskeleton protein activity,cytoskeleton protein activity,unknown,Term
Oct-1,Oct-1,unknown,Term
Oct-4,Oct-4,unknown,Term
kidney disease,kidney disease,unknown,Term
immune-related disorders,immune-related disorders,unknown,Term
anti-tumor adaptive immune responses,anti-tumor adaptive immune responses,pathways,Term
mucinous colorectal adenocarcinoma,mucinous colorectal adenocarcinoma,disease,Term
fusobacterial infection,fusobacterial infection,unknown,Term
JAKSTAT,JAKSTAT,gene,Term
tnf,tnf,unknown,Term
MPEG1.1,MPEG1.1,gene,Term
PERFORIN,PERFORIN,gene,Term
cancer-associated immune dysfunction,cancer-associated immune dysfunction,pathways,Term
t cell repertoire,t cell repertoire,cell type,Term
LTA,LTA,gene,Term
MAB,MAB,gene,Term
liver sinusoidal endothelial cells,liver sinusoidal endothelial cells,cell type,Term
acceptor cells,acceptor cells,cell type,Term
antibody-induced immunosuppression,antibody-induced immunosuppression,pathways,Term
human memory b cells,human memory b cells,cell type,Term
splenic,splenic,cell type,Term
CR2,CR2,gene,Term
"Here is the output based on the abstract:

(cancer","Here is the output based on the abstract:

(cancer",unknown,Term
meningoencephalomyelitis,meningoencephalomyelitis,disease,Term
sars-cov-2,sars-cov-2,disease,Term
peripheral b cells,peripheral b cells,cell type,Term
FCMR,FCMR,gene,Term
ligand-induced internalization,ligand-induced internalization,pathways,Term
NFKBIE,NFKBIE,gene,Term
cd8+ t-cells,cd8+ t-cells,unknown,Term
pd-l1,pd-l1,unknown,Term
ibrutinib,ibrutinib,unknown,Term
ITGA,ITGA,gene,Term
MIR15A,MIR15A,gene,Term
NK cell development,NK cell development,unknown,Term
early B-cell development,early B-cell development,unknown,Term
TRAF6,TRAF6,unknown,Term
BECN1,BECN1,gene,Term
SQSTM1,SQSTM1,gene,Term
UGT1A,UGT1A,gene,Term
drug disposition,drug disposition,pathways,Term
TAT3,TAT3,gene,Term
IL10RA,IL10RA,gene,Term
HFE,HFE,gene,Term
primary fibroblasts,primary fibroblasts,cell type,Term
t cell receptor,t cell receptor,unknown,Term
HLA-A,HLA-A,gene,Term
HLA-B,HLA-B,gene,Term
EXO1,EXO1,gene,Term
virus,virus,cell type,Term
antibody titers,antibody titers,unknown,Term
viral loads,viral loads,unknown,Term
optimal virus neutralization,optimal virus neutralization,pathways,Term
chronic infection,chronic infection,pathways,Term
immune cell fate,immune cell fate,pathways,Term
metabolic plasticity,metabolic plasticity,pathways,Term
vivo cell proliferation,vivo cell proliferation,pathways,Term
ocrelizumab,ocrelizumab,unknown,Term
B cell subsets,B cell subsets,unknown,Term
CR3,CR3,unknown,Term
CR4,CR4,gene,Term
CD11b,CD11b,unknown,Term
CD18,CD18,unknown,Term
b lineage cells,b lineage cells,cell type,Term
CD3Z,CD3Z,gene,Term
KLRB1,KLRB1,gene,Term
luad cells,luad cells,cell type,Term
pd-1,pd-1,unknown,Term
trm cells,trm cells,cell type,Term
TRBCDR3S,TRBCDR3S,gene,Term
c-Myc,c-Myc,unknown,Term
mTORC1,mTORC1,unknown,Term
cell growth,cell growth,pathways,Term
metabolic hyperactivation,metabolic hyperactivation,pathways,Term
metabolic dysregulation,metabolic dysregulation,pathways,Term
MS4A,MS4A,gene,Term
PRRS,PRRS,gene,Term
IGRE,IGRE,gene,Term
immunocompetent cells,immunocompetent cells,cell type,Term
endometrial carcinoma,endometrial carcinoma,disease,Term
endometrioid carcinoma,endometrioid carcinoma,disease,Term
ovarian carcinoma,ovarian carcinoma,pathways,Term
early lesion establishment,early lesion establishment,pathways,Term
ovarian microenvironment,ovarian microenvironment,unknown,Term
γ production,γ production,pathways,Term
t cell cytotoxic activity,t cell cytotoxic activity,unknown,Term
t cell proliferation,t cell proliferation,unknown,Term
vivo cytotoxicity,vivo cytotoxicity,pathways,Term
cellular bioenergetics,cellular bioenergetics,pathways,Term
TGFB1,TGFB1,gene,Term
CD244,CD244,gene,Term
CD160,CD160,gene,Term
NCF2,NCF2,gene,Term
activated microglia,activated microglia,unknown,Term
human cells,human cells,cell type,Term
ENV,ENV,gene,Term
broad dissemination,broad dissemination,pathways,Term
BIO,BIO,gene,Term
single b cells,single b cells,cell type,Term
excessive monoclonal immunoglobulin light chains,excessive monoclonal immunoglobulin light chains,pathways,Term
amyloidosis,amyloidosis,disease,Term
convalescent plasma,convalescent plasma,unknown,Term
DLIM2,DLIM2,gene,Term
immune infiltrates,immune infiltrates,cell type,Term
tumor mutation burden,tumor mutation burden,pathways,Term
pan,pan,cell type,Term
urothelial,urothelial,disease,Term
papillary,papillary,disease,Term
polyneuropathy,polyneuropathy,disease,Term
macroglobulinemia,macroglobulinemia,disease,Term
vasculitis,vasculitis,disease,Term
"CRYOGLOBULINEMIA IS A CONDITION WHERE ABNORMAL PROTEINS IN THE BLOOD THICKEN IN COLD TEMPERATURES, CAUSING BLOOD CLOTS. IT IS OFTEN ASSOCIATED WITH CERTAIN DISEASES SUCH AS RHEUMATOID ARTHRITIS, LUPUS, AND MULTIPLE MYELOMA. THE OFFICIAL HGNC SYMBOL FOR THE GENE RELATED TO CRYOGLOBULINEMIA IS NOT DIRECTLY PROVIDED, AS THE TERM IS A CONDITION RATHER THAN A SPECIFIC GENE.","CRYOGLOBULINEMIA IS A CONDITION WHERE ABNORMAL PROTEINS IN THE BLOOD THICKEN IN COLD TEMPERATURES, CAUSING BLOOD CLOTS. IT IS OFTEN ASSOCIATED WITH CERTAIN DISEASES SUCH AS RHEUMATOID ARTHRITIS, LUPUS, AND MULTIPLE MYELOMA. THE OFFICIAL HGNC SYMBOL FOR THE GENE RELATED TO CRYOGLOBULINEMIA IS NOT DIRECTLY PROVIDED, AS THE TERM IS A CONDITION RATHER THAN A SPECIFIC GENE.",gene,Term
upper respiratory tract infections,upper respiratory tract infections,pathways,Term
Bregs,Bregs,unknown,Term
Bcr-Abl kinase,Bcr-Abl kinase,unknown,Term
PI3K/Akt pathway,PI3K/Akt pathway,unknown,Term
Aid expression,Aid expression,unknown,Term
genomic instability,genomic instability,unknown,Term
pre-BCR differentiation signaling components,pre-BCR differentiation signaling components,unknown,Term
B-cell maturation,B-cell maturation,unknown,Term
proliferative expansion,proliferative expansion,unknown,Term
bladder cancer,bladder cancer,disease,Term
infectious,infectious,disease,Term
primary laryngeal lymphoma,primary laryngeal lymphoma,disease,Term
laryngeal stenosis,laryngeal stenosis,disease,Term
therapeutic intervention,therapeutic intervention,pathways,Term
thymic carcinoma,thymic carcinoma,pathways,Term
mitochondrial function,mitochondrial function,unknown,Term
metabolic flexibility,metabolic flexibility,unknown,Term
repress oncogene/pro-inflammatory cytokine gene expression,repress oncogene/pro-inflammatory cytokine gene expression,pathways,Term
enterocytes,enterocytes,cell type,Term
gut immune cells,gut immune cells,cell type,Term
goblet cells,goblet cells,cell type,Term
paneth cells,paneth cells,cell type,Term
pro-inflammatory molecules,pro-inflammatory molecules,pathways,Term
pro-inflammatory cytokines,pro-inflammatory cytokines,pathways,Term
acute inflammation,acute inflammation,pathways,Term
periodontal infections,periodontal infections,disease,Term
postsurgical infections,postsurgical infections,disease,Term
respiratory tract infections,respiratory tract infections,disease,Term
gastric infections,gastric infections,disease,Term
cutaneous infections,cutaneous infections,disease,Term
fungal infections,fungal infections,disease,Term
vaccine-preventable diseases,vaccine-preventable diseases,disease,Term
metabolic syndrome,metabolic syndrome,disease,Term
autoimmune antibodies,autoimmune antibodies,unknown,Term
rabies,rabies,disease,Term
tetanus,tetanus,disease,Term
solid organ infections,solid organ infections,disease,Term
malignant epithelial cells,malignant epithelial cells,cell type,Term
light,light,unknown,Term
TILB,TILB,gene,Term
HAUS1,HAUS1,gene,Term
mono,mono,cell type,Term
macro cells,macro cells,cell type,Term
survival prognosis,survival prognosis,pathways,Term
PIM2,PIM2,gene,Term
CDC25A,CDC25A,gene,Term
CDKN1B,CDKN1B,gene,Term
CASP3,CASP3,gene,Term
CDKN1A,CDKN1A,gene,Term
3-driven apoptosis,3-driven apoptosis,pathways,Term
PIM1,PIM1,gene,Term
foster tumor progression,foster tumor progression,pathways,Term
5HMC,5HMC,gene,Term
regulatory b cell,regulatory b cell,cell type,Term
MTH1,MTH1,unknown,Term
8-oxo-dGTP,8-oxo-dGTP,unknown,Term
oxidized dNTP,oxidized dNTP,unknown,Term
BRAF,BRAF,gene,Term
tumor antigens,tumor antigens,pathways,Term
proinflammatory cytokine production,proinflammatory cytokine production,pathways,Term
degranulation,degranulation,pathways,Term
breg,breg,cell type,Term
tfc cells,tfc cells,cell type,Term
tfc cd8 t cells,tfc cd8 t cells,cell type,Term
preplasma cells,preplasma cells,cell type,Term
BDT,BDT,gene,Term
cancerous b cells,cancerous b cells,cell type,Term
LGI1,LGI1,gene,Term
cause-specific survival,cause-specific survival,pathways,Term
centroblasts,centroblasts,cell type,Term
inflammatory immature myeloid cells,inflammatory immature myeloid cells,cell type,Term
extrafollicular activated,extrafollicular activated,cell type,Term
derived macrophages,derived macrophages,cell type,Term
alveolar macrophage,alveolar macrophage,cell type,Term
alveolar macrophage pool,alveolar macrophage pool,cell type,Term
autoantibody formation,autoantibody formation,pathways,Term
tams,tams,cell type,Term
hcc cells,hcc cells,cell type,Term
hcc tumors,hcc tumors,cell type,Term
peripheral angiogenesis,peripheral angiogenesis,pathways,Term
cd4+t cells,cd4+t cells,unknown,Term
cd8+t cells,cd8+t cells,unknown,Term
XRCC6,XRCC6,gene,Term
IFI16,IFI16,gene,Term
STAT6,STAT6,gene,Term
NLRP3,NLRP3,gene,Term
TMEM173,TMEM173,gene,Term
SRC,SRC,gene,Term
LCK,LCK,gene,Term
MAPK1,MAPK1,gene,Term
PIKK,PIKK,gene,Term
PIK3R1,PIK3R1,gene,Term
memory cell differentiation,memory cell differentiation,pathways,Term
UIMOD,UIMOD,gene,Term
DMLT,DMLT,gene,Term
BATF3,BATF3,gene,Term
resident,resident,cell type,Term
large intestines,large intestines,cell type,Term
B7H6,B7H6,gene,Term
NCR3,NCR3,gene,Term
natural,natural,cell type,Term
single cells,single cells,cell type,Term
healthy cells,healthy cells,cell type,Term
shark t cells,shark t cells,cell type,Term
developing t cells,developing t cells,cell type,Term
peripheral blood lymphocytes,peripheral blood lymphocytes,cell type,Term
red pulp,red pulp,cell type,Term
helicobacter,helicobacter,disease,Term
gastric lymphomagenesis,gastric lymphomagenesis,pathways,Term
tumoral b lymphocytes,tumoral b lymphocytes,cell type,Term
eosinophilic polynuclear cells,eosinophilic polynuclear cells,cell type,Term
treg,treg,unknown,Term
TBET,TBET,gene,Term
THELPER1,THELPER1,gene,Term
THELPER2,THELPER2,gene,Term
"Here is the output based on the abstract:
(cancer","Here is the output based on the abstract:
(cancer",unknown,Term
NIM,NIM,gene,Term
VH4-34,VH4-34,gene,Term
peripheral immune responses,peripheral immune responses,pathways,Term
antitumor response,antitumor response,pathways,Term
pulmonary toxicity,pulmonary toxicity,unknown,Term
immunological cell subsets,immunological cell subsets,cell type,Term
naive murine b cell populations,naive murine b cell populations,cell type,Term
naive human b cells,naive human b cells,cell type,Term
RH5,RH5,gene,Term
MAD8,MAD8,gene,Term
double-strand break repair pathways,double-strand break repair pathways,pathways,Term
nuclease activity,nuclease activity,pathways,Term
non-canonical repair pathways,non-canonical repair pathways,pathways,Term
overall class switch recombination,overall class switch recombination,pathways,Term
DIHP,DIHP,gene,Term
distinct colorectal cancer subtypes,distinct colorectal cancer subtypes,pathways,Term
biliary atresia,biliary atresia,disease,Term
macrophage hypo-inflammation,macrophage hypo-inflammation,pathways,Term
pancreato-hepatobiliary inflammation,pancreato-hepatobiliary inflammation,pathways,Term
tissue fibro-inflammatory reactions,tissue fibro-inflammatory reactions,pathways,Term
lymphoplasmacytic infiltration,lymphoplasmacytic infiltration,pathways,Term
obliterative phlebitis,obliterative phlebitis,pathways,Term
storiform fibrosis,storiform fibrosis,pathways,Term
"Here is the output based on the abstract and the provided biomedical term pairs:

(small cell lung cancer","Here is the output based on the abstract and the provided biomedical term pairs:

(small cell lung cancer",unknown,Term
lymphocyte subsets,lymphocyte subsets,unknown,Term
monoclonal gammopathy,monoclonal gammopathy,disease,Term
malignant transformation risk,malignant transformation risk,pathways,Term
germ cells,germ cells,cell type,Term
b cell biology,b cell biology,cell type,Term
disruptions in metabolic equilibrium,disruptions in metabolic equilibrium,unknown,Term
lipids,lipids,unknown,Term
canine peripheral blood mononuclear cells,canine peripheral blood mononuclear cells,cell type,Term
GVHD,GVHD,unknown,Term
necrosis,necrosis,unknown,Term
lesions,lesions,unknown,Term
death,death,unknown,Term
disease severity,disease severity,unknown,Term
body weight changes,body weight changes,unknown,Term
leukosis,leukosis,disease,Term
YROS,YROS,gene,Term
LYN,LYN,gene,Term
TYR,TYR,gene,Term
CR,CR,gene,Term
t cell populations,t cell populations,cell type,Term
immortalised autoreactive,immortalised autoreactive,cell type,Term
gvhd,gvhd,disease,Term
agvhd,agvhd,disease,Term
ALDH2,ALDH2,gene,Term
CD223,CD223,gene,Term
immune checkpoint inhibition immunotherapies,immune checkpoint inhibition immunotherapies,pathways,Term
RSENIC,RSENIC,gene,Term
human peripheral blood mononuclear cells,human peripheral blood mononuclear cells,cell type,Term
peripheral blood t cells,peripheral blood t cells,cell type,Term
natural t cells,natural t cells,cell type,Term
effector b cells,effector b cells,cell type,Term
GR,GR,gene,Term
CARMA1,CARMA1,gene,Term
MALT1,MALT1,gene,Term
GRK2,GRK2,gene,Term
mitochondrial dysfunction,mitochondrial dysfunction,disease,Term
ATF4,ATF4,gene,Term
effector immune cells,effector immune cells,cell type,Term
immune combinational benefit,immune combinational benefit,pathways,Term
pomalidomide,pomalidomide,unknown,Term
immune-regulatory networks,immune-regulatory networks,pathways,Term
anticancer-directed immune responses,anticancer-directed immune responses,pathways,Term
tibs,tibs,cell type,Term
autoreactive lymphocytes,autoreactive lymphocytes,cell type,Term
tumor necrosis factor,tumor necrosis factor,pathways,Term
lymphotoxin α,lymphotoxin α,pathways,Term
ferroptosis,ferroptosis,unknown,Term
autophagy-dependent mechanisms,autophagy-dependent mechanisms,pathways,Term
adaptive immunity,adaptive immunity,unknown,Term
innate immunity,innate immunity,unknown,Term
ferrous ions,ferrous ions,unknown,Term
damage-associated molecular patterns,damage-associated molecular patterns,unknown,Term
immune infiltration related genes,immune infiltration related genes,pathways,Term
immune infiltration status,immune infiltration status,pathways,Term
car carcinoma,car carcinoma,unknown,Term
immune evasion,immune evasion,pathways,Term
immunocytes,immunocytes,cell type,Term
INPP4B,INPP4B,gene,Term
PDCD1LG1,PDCD1LG1,gene,Term
ENPP1,ENPP1,gene,Term
CD73,CD73,gene,Term
AHR,AHR,gene,Term
LR4,LR4,gene,Term
pevonedistat,pevonedistat,unknown,Term
TAK-924,TAK-924,unknown,Term
HAG,HAG,gene,Term
influenza virus infection,influenza virus infection,pathways,Term
antitumor immune response,antitumor immune response,pathways,Term
NAT10,NAT10,gene,Term
immune activation,immune activation,unknown,Term
deep infiltrating endometriosis,deep infiltrating endometriosis,pathways,Term
CD10,CD10,gene,Term
endometrial-like cells,endometrial-like cells,unknown,Term
tumorigenic responses,tumorigenic responses,pathways,Term
advanced lung adenocarcinoma,advanced lung adenocarcinoma,pathways,Term
hypoxia-inducible factor-1α,hypoxia-inducible factor-1α,pathways,Term
epithelial-mesenchymal transition,epithelial-mesenchymal transition,pathways,Term
LPO,LPO,gene,Term
Th2 cell immunity,Th2 cell immunity,unknown,Term
cytotoxic immune responses,cytotoxic immune responses,pathways,Term
IL3,IL3,gene,Term
breast tumor cells,breast tumor cells,cell type,Term
IL5,IL5,gene,Term
cancer immunoprevention,cancer immunoprevention,pathways,Term
chemokine receptors,chemokine receptors,pathways,Term
CCRL2,CCRL2,gene,Term
immune-mediated regressions,immune-mediated regressions,pathways,Term
GARP,GARP,gene,Term
TFRC,TFRC,gene,Term
proliferating cells,proliferating cells,cell type,Term
activated lymphocytes,activated lymphocytes,cell type,Term
Epstein-Barr virus,Epstein-Barr virus,unknown,Term
B-cells,B-cells,unknown,Term
lymphocyte origin,lymphocyte origin,cell type,Term
CARN,CARN,gene,Term
sftsv,sftsv,disease,Term
HSPA13,HSPA13,gene,Term
tils,tils,cell type,Term
SLC2A1,SLC2A1,gene,Term
AT,AT,gene,Term
eukaryotic cells,eukaryotic cells,cell type,Term
LGALS1,LGALS1,gene,Term
IgA,IgA,unknown,Term
dysbiosis,dysbiosis,disease,Term
intestinal microbes,intestinal microbes,cell type,Term
PCs,PCs,unknown,Term
IgA BCR,IgA BCR,unknown,Term
NKG2ALIGAND,NKG2ALIGAND,gene,Term
radiotherapy,radiotherapy,unknown,Term
long-lasting immunity,long-lasting immunity,pathways,Term
tumor-infiltrating CD8+ T cell responses,tumor-infiltrating CD8+ T cell responses,unknown,Term
tumor burden,tumor burden,unknown,Term
effector function,effector function,unknown,Term
proliferative capacity,proliferative capacity,unknown,Term
CD31,CD31,gene,Term
CD46,CD46,gene,Term
measurable disease,measurable disease,pathways,Term
deep suppression,deep suppression,pathways,Term
durable remission,durable remission,pathways,Term
specific antitumor immunity,specific antitumor immunity,pathways,Term
"Here is the output for the provided biomedical term pairs based on the abstract:

(tuberculosis","Here is the output for the provided biomedical term pairs based on the abstract:

(tuberculosis",unknown,Term
non-necrotizing cellular aggregates,non-necrotizing cellular aggregates,pathways,Term
immune cell-enriched aggregates,immune cell-enriched aggregates,pathways,Term
distinct immune reactions,distinct immune reactions,pathways,Term
naive,naive,cell type,Term
BELM,BELM,gene,Term
chronic-lymphocytic-leukemia,chronic-lymphocytic-leukemia,disease,Term
viral,viral,disease,Term
MR1,MR1,gene,Term
KU,KU,gene,Term
S2056,S2056,gene,Term
cluster phosphorylation,cluster phosphorylation,pathways,Term
"Here is the output based on the abstract and the provided biomedical term pairs:

(influenza","Here is the output based on the abstract and the provided biomedical term pairs:

(influenza",unknown,Term
age-related skewing,age-related skewing,pathways,Term
modest protection,modest protection,pathways,Term
estrogen receptor,estrogen receptor,pathways,Term
abc,abc,cell type,Term
pancreatic cancer,pancreatic cancer,disease,Term
IL12a,IL12a,unknown,Term
Ebi3,Ebi3,unknown,Term
cancer-associated inflammation,cancer-associated inflammation,pathways,Term
BZIPFACTOR,BZIPFACTOR,gene,Term
TAX,TAX,gene,Term
tibcs,tibcs,cell type,Term
cell-mediated immunotherapies,cell-mediated immunotherapies,pathways,Term
ERT2,ERT2,gene,Term
BACH2,BACH2,gene,Term
HEL,HEL,gene,Term
intestinal tumor growth,intestinal tumor growth,pathways,Term
IFITM3,IFITM3,gene,Term
viral infection,viral infection,unknown,Term
SF1,SF1,gene,Term
IRF3,IRF3,gene,Term
AP1,AP1,gene,Term
C886,C886,gene,Term
PKR,PKR,gene,Term
mesenchymal organizer cells,mesenchymal organizer cells,cell type,Term
FAP,FAP,gene,Term
killer vδ2 cells,killer vδ2 cells,cell type,Term
longer progressive-free survival,longer progressive-free survival,pathways,Term
Th2,Th2,unknown,Term
Th17,Th17,unknown,Term
longer overall survival,longer overall survival,unknown,Term
Vδ1,Vδ1,unknown,Term
immature natural killer cells,immature natural killer cells,unknown,Term
"AIM IS A GENE, AND ITS OFFICIAL HGNC SYMBOL IS ABLIM1.","AIM IS A GENE, AND ITS OFFICIAL HGNC SYMBOL IS ABLIM1.",gene,Term
IgM,IgM,unknown,Term
colon cancer,colon cancer,disease,Term
C5,C5,gene,Term
CXCL12,CXCL12,gene,Term
GNAT1,GNAT1,gene,Term
LPAR1,LPAR1,unknown,Term
PENK,PENK,gene,Term
PYY,PYY,gene,Term
SAA1,SAA1,gene,Term
NFAT,NFAT,gene,Term
NFATC1,NFATC1,gene,Term
human immune homeostasis,human immune homeostasis,pathways,Term
lipid metabolism,lipid metabolism,unknown,Term
PPARG,PPARG,gene,Term
T-cell-mediated immune response,T-cell-mediated immune response,unknown,Term
B cell-depleting therapy,B cell-depleting therapy,unknown,Term
KLH-GP2,KLH-GP2,gene,Term
systemic sclerosis,systemic sclerosis,disease,Term
vaccine responses,vaccine responses,unknown,Term
FcγRIIB receptor,FcγRIIB receptor,unknown,Term
ABCs,ABCs,unknown,Term
antigen-specific memory B cells,antigen-specific memory B cells,unknown,Term
neutralising capacity against SARS-CoV-2,neutralising capacity against SARS-CoV-2,unknown,Term
higher baseline ABC frequency,higher baseline ABC frequency,unknown,Term
checkpoint immunotherapy,checkpoint immunotherapy,unknown,Term
