:START_ID,:END_ID,relationship,weight:int,file_count:int,sources,:TYPE
pancreatic ductal adenocarcinoma,proliferation,activate,1,1,['35995947.txt'],INTERACTS
pancreatic ductal adenocarcinoma,inflammatory cancer-associated fibroblasts,activate,1,1,['35995947.txt'],INTERACTS
pancreatic ductal adenocarcinoma,Nectin,activate,1,1,['35995947.txt'],INTERACTS
pancreatic ductal adenocarcinoma,MT,activate,1,1,['35995947.txt'],INTERACTS
pancreatic ductal adenocarcinoma,immune checkpoint inhibitors,inhibit,1,1,['35086948.txt'],INTERACTS
pancreatic ductal adenocarcinoma,circulating monocytes,activate,1,1,['37509365.txt'],INTERACTS
pancreatic ductal adenocarcinoma,circulating lymphocytes,inhibit,1,1,['37509365.txt'],INTERACTS
pancreatic ductal adenocarcinoma,CD19,inhibit,1,1,['37509365.txt'],INTERACTS
pancreatic ductal adenocarcinoma,CD4,inhibit,1,1,['37509365.txt'],INTERACTS
pancreatic ductal adenocarcinoma,IL1B,inhibit,1,1,['37509365.txt'],INTERACTS
pancreatic ductal adenocarcinoma,APRIL,activate,1,1,['37509365.txt'],INTERACTS
pancreatic ductal adenocarcinoma,TNFSF13,activate,1,1,['37509365.txt'],INTERACTS
pancreatic ductal adenocarcinoma,t regulatory cells,activate,1,1,['37509365.txt'],INTERACTS
pancreatic ductal adenocarcinoma,poor 5-year survival rates,activate,1,1,['36112643.txt'],INTERACTS
pancreatic ductal adenocarcinoma,immune-mediated eradication,inhibit,1,1,['34781899.txt'],INTERACTS
pancreatic ductal adenocarcinoma,tumor escape,activate,1,1,['34781899.txt'],INTERACTS
pancreatic ductal adenocarcinoma,suppressive cells,activate,1,1,['37938368.txt'],INTERACTS
pancreatic ductal adenocarcinoma,m2 macrophage,activate,1,1,['37938368.txt'],INTERACTS
pancreatic ductal adenocarcinoma,tumorous tissue,activate,1,1,['37938368.txt'],INTERACTS
pancreatic ductal adenocarcinoma,immune,inhibit,1,1,['37938368.txt'],INTERACTS
pancreatic ductal adenocarcinoma,inflammatory cells,activate,1,1,['38686549.txt'],INTERACTS
pancreatic ductal adenocarcinoma,KRAS,activate,1,1,['35122074.txt'],INTERACTS
pancreatic ductal adenocarcinoma,IL-2Rβ,activate,1,1,['37116489.txt'],INTERACTS
pancreatic ductal adenocarcinoma,IL-2Rγ,activate,1,1,['37116489.txt'],INTERACTS
pancreatic ductal adenocarcinoma,IL-2Rα,inhibit,1,1,['37116489.txt'],INTERACTS
pancreatic ductal adenocarcinoma,pancreatic cancer cells,activate,1,1,['38581990.txt'],INTERACTS
pancreatic ductal adenocarcinoma,immunoregulatory myeloid cells,activate,1,1,['35022194.txt'],INTERACTS
pancreatic ductal adenocarcinoma,cancer-triggered immune suppression,activate,1,1,['35022194.txt'],INTERACTS
pancreatic ductal adenocarcinoma,immunosuppressive cellular populations,activate,1,1,['38873607.txt'],INTERACTS
RASGAP,RAS,inhibit,1,1,['37140994.txt'],INTERACTS
M46,pancreatic ductal adenocarcinoma,activate,1,1,['37140994.txt'],INTERACTS
M46,t cells,inhibit,1,1,['37140994.txt'],INTERACTS
M46,HPK1,inhibit,1,1,['37140994.txt'],INTERACTS
M46,RASGAP,inhibit,1,1,['37140994.txt'],INTERACTS
ZBTB20,memory cd8 t cells,inhibit,1,1,['37414528.txt'],INTERACTS
ZBTB20,AP1,inhibit,1,1,['37414528.txt'],INTERACTS
ZBTB20,cd8 t cells,activate,1,1,['37414528.txt'],INTERACTS
ZBTB20,open chromatin,activate,1,1,['37414528.txt'],INTERACTS
ZBTB20,t cell activation,activate,1,1,['37414528.txt'],INTERACTS
memory cd8 t cells,exhausted,activate,1,1,['37409128.txt'],INTERACTS
memory cd8 t cells,cd8 t cells,activate,1,1,['37409128.txt'],INTERACTS
memory cd8 t cells,tdbm,activate,1,1,['37890590.txt'],INTERACTS
memory cd8 t cells,disease,inhibit,1,1,['37890590.txt'],INTERACTS
memory cd8 t cells,human cd8 memory t cells,activate,1,1,['37890590.txt'],INTERACTS
memory cd8 t cells,mouse cd8 veto t cells,activate,1,1,['37890590.txt'],INTERACTS
AP1,JUND,activate,1,1,['36853831.txt'],INTERACTS
AP1,CD8,activate,1,1,['36853831.txt'],INTERACTS
AP1,tumor growth,inhibit,1,1,['36853831.txt'],INTERACTS
AP1,treg cells,activate,1,1,['36941472.txt'],INTERACTS
AP1,titrs,activate,1,1,['36941472.txt'],INTERACTS
AP1,JUN,activate,1,1,['36941472.txt'],INTERACTS
AP1,effective antitumor immunity,inhibit,1,1,['36941472.txt'],INTERACTS
MITF,MT,activate,1,1,['37738363.txt'],INTERACTS
MITF,memory cd8,activate,1,1,['37738363.txt'],INTERACTS
MITF,TFE,activate,1,1,['34986355.txt'],INTERACTS
MT,memory cd8,activate,1,1,['37738363.txt'],INTERACTS
MT,dcs,inhibit,1,1,['38175754.txt'],INTERACTS
MT,monocyte,inhibit,1,1,['38175754.txt'],INTERACTS
MT,dendritic cells,activate,1,1,['38909531.txt'],INTERACTS
MT,IFNG,activate,2,2,"['39240186.txt', '37540802.txt']",INTERACTS
MT,t cells,activate,5,5,"['36215002.txt', '36329851.txt', '37540802.txt', '38789421.txt', '37891230.txt']",INTERACTS
MT,tumors,inhibit,1,1,['37540802.txt'],INTERACTS
MT,plasmacytoid,activate,1,1,['38909531.txt'],INTERACTS
MT,lymphocytes,activate,1,1,['38909531.txt'],INTERACTS
MT,anti-tumor immunity,activate,1,1,['38909531.txt'],INTERACTS
MT,cytoplasmic lipid droplets,activate,1,1,['36215002.txt'],INTERACTS
MT,CDKN2A,activate,1,1,['37626855.txt'],INTERACTS
MT,HIST1H2BK,activate,2,2,"['37626855.txt', '36329851.txt']",INTERACTS
MT,IL12,activate,1,1,['39240186.txt'],INTERACTS
MT,ROS,activate,1,1,['34779418.txt'],INTERACTS
MT,GALC,activate,1,1,['38714877.txt'],INTERACTS
MT,leukemia-free survival,activate,1,1,['38714877.txt'],INTERACTS
MT,mitophagy,activate,1,1,['36207751.txt'],INTERACTS
MT,fission,activate,1,1,['36207751.txt'],INTERACTS
MT,STING,activate,1,1,['39155444.txt'],INTERACTS
MT,cellular bioenergetics,activate,1,1,['35154082.txt'],INTERACTS
MT,G6PC,activate,1,1,['37801615.txt'],INTERACTS
MT,nk cell,activate,1,1,['35981475.txt'],INTERACTS
MT,bmnk cells,activate,1,1,['35981475.txt'],INTERACTS
MT,antitumor response,inhibit,1,1,['36741362.txt'],INTERACTS
MT,HIF1A,activate,1,1,['37891230.txt'],INTERACTS
MT,tpex cells,activate,1,1,['37891230.txt'],INTERACTS
MT,terminally exhausted,activate,1,1,['37891230.txt'],INTERACTS
MT,cancer cells,activate,1,1,['37381095.txt'],INTERACTS
MT,ATP,activate,2,2,"['36045586.txt', '38386420.txt']",INTERACTS
MT,OPH,activate,1,1,['36045586.txt'],INTERACTS
MT,lipid uptake,activate,1,1,['37948512.txt'],INTERACTS
MT,lipid storage,activate,1,1,['37948512.txt'],INTERACTS
MT,STAT3,activate,2,2,"['35819408.txt', '35928250.txt']",INTERACTS
MT,dysfunction,inhibit,1,1,['38549378.txt'],INTERACTS
MT,CAR-T,inhibit,1,1,['38549378.txt'],INTERACTS
MT,t cell,inhibit,1,1,['38549378.txt'],INTERACTS
MT,GSN,inhibit,1,1,['38549378.txt'],INTERACTS
MT,GSR,inhibit,1,1,['38549378.txt'],INTERACTS
MT,GRIM19,activate,1,1,['35819408.txt'],INTERACTS
MT,IL10,activate,1,1,['35819408.txt'],INTERACTS
MT,th17 cells,activate,1,1,['35819408.txt'],INTERACTS
MT,experimental autoimmune encephalomyelitis,inhibit,1,1,['35819408.txt'],INTERACTS
FCRN,IGG,inhibit,1,1,['38644454.txt'],INTERACTS
FCRN,ALB,inhibit,1,1,['38644454.txt'],INTERACTS
IGG,CXCL13,activate,1,1,['35858347.txt'],INTERACTS
IGG,tertiary lymphoid structure-like lymphocytic aggregates,activate,1,1,['35858347.txt'],INTERACTS
IGG,ectopic accumulation,activate,1,1,['35858347.txt'],INTERACTS
IGG,CD3E,activate,1,1,['36291540.txt'],INTERACTS
IGG,CD69,activate,1,1,['36291540.txt'],INTERACTS
IGG,IL2RA,activate,1,1,['36291540.txt'],INTERACTS
IGG,t cells,activate,2,2,"['38863707.txt', '36291540.txt']",INTERACTS
IGG,t cell,activate,1,1,['36291540.txt'],INTERACTS
IGG,tumor cells,activate,2,2,"['38863707.txt', '36291540.txt']",INTERACTS
IGG,tumor cell,activate,1,1,['36291540.txt'],INTERACTS
IGG,cytotoxic T cells,activate,1,1,['38040768.txt'],INTERACTS
IGG,cancer cells,activate,1,1,['38863707.txt'],INTERACTS
IGG,enteric,activate,1,1,['35687695.txt'],INTERACTS
IGG,breast milk leukocytes,activate,1,1,['38235135.txt'],INTERACTS
IGG,blood leukocytes,activate,1,1,['38235135.txt'],INTERACTS
IGG,CD4,activate,1,1,['38768394.txt'],INTERACTS
IGG,macrophages,activate,1,1,['38885133.txt'],INTERACTS
IGG,massive tumor cell death,activate,1,1,['38885133.txt'],INTERACTS
IGG,reactive oxygen species,activate,1,1,['38885133.txt'],INTERACTS
IGG,Granzyme B,activate,1,1,['38885133.txt'],INTERACTS
IGG,FCGR3A,activate,1,1,['35281028.txt'],INTERACTS
IGG,FCGR1,activate,1,1,['35281028.txt'],INTERACTS
IGG,CD64,activate,1,1,['35281028.txt'],INTERACTS
IGA,CD4,activate,1,1,['36640306.txt'],INTERACTS
IGA,IL17,activate,1,1,['36640306.txt'],INTERACTS
IGA,microbiota,activate,1,1,['36640306.txt'],INTERACTS
IGA,CD3,inhibit,1,1,['38662084.txt'],INTERACTS
IGA,SIGLEC9,inhibit,1,1,['37444515.txt'],INTERACTS
IGA,SIGLEC7,inhibit,1,1,['37444515.txt'],INTERACTS
IGA,antibody-dependent cellular cytotoxicity,activate,1,1,['37444515.txt'],INTERACTS
IGA,neutrophil-mediated tumor,activate,1,1,['37444515.txt'],INTERACTS
IGA,long-term responses,activate,1,1,['37444515.txt'],INTERACTS
IGA,certain cancer cell lines,activate,1,1,['37444515.txt'],INTERACTS
IGA,tumor cells,inhibit,1,1,['37444515.txt'],INTERACTS
IGA,neutrophils,activate,1,1,['37444515.txt'],INTERACTS
IGA,t lymphocytes,activate,1,1,['37444515.txt'],INTERACTS
IGA,myeloid immune cells,activate,1,1,['37444515.txt'],INTERACTS
IGA,cancer cells,inhibit,1,1,['37444515.txt'],INTERACTS
IGA,sialic acid-binding immunoglobulin-like lectins,inhibit,1,1,['37444515.txt'],INTERACTS
IGA,inhibitory checkpoint receptors,activate,1,1,['37444515.txt'],INTERACTS
IGA,ENDOS,inhibit,1,1,['39190797.txt'],INTERACTS
IGA,b cells,activate,1,1,['39190797.txt'],INTERACTS
IGA,humoral adaptive immune responses,activate,1,1,['39190797.txt'],INTERACTS
IGA,tumor-penetrating antibodies,activate,1,1,['39190797.txt'],INTERACTS
IGA,cytotoxic T cells,activate,1,1,['38040768.txt'],INTERACTS
GAS6,PIGR,activate,1,1,['36640306.txt'],INTERACTS
GAS6,AXL,activate,1,1,['38817615.txt'],INTERACTS
PIGR,dIgA,activate,1,1,['37909039.txt'],INTERACTS
high-grade glioma,tumor microenvironment,activate,1,1,['34923867.txt'],INTERACTS
high-grade glioma,TREG,activate,1,1,['39046599.txt'],INTERACTS
high-grade glioma,immune cells,inhibit,1,1,['37971169.txt'],INTERACTS
HTR1A,MAOA,inhibit,1,1,['38489352.txt'],INTERACTS
HTR1A,MTOR,inhibit,1,1,['38489352.txt'],INTERACTS
HTR1A,regulatory t cells,activate,1,1,['38489352.txt'],INTERACTS
HTR1A,t cells,activate,1,1,['38489352.txt'],INTERACTS
HTR1A,immune cells,activate,1,1,['38489352.txt'],INTERACTS
HTR1A,immune system development,activate,1,1,['38489352.txt'],INTERACTS
HTR1A,immune tolerance,activate,1,1,['38489352.txt'],INTERACTS
HTR1A,tumor cells,activate,1,1,['37582744.txt'],INTERACTS
MAOA,HTR1A,inhibit,1,1,['38489352.txt'],INTERACTS
MAOA,MTOR,inhibit,1,1,['38489352.txt'],INTERACTS
MAOA,regulatory t cells,inhibit,1,1,['38489352.txt'],INTERACTS
MAOA,t cells,inhibit,1,1,['38489352.txt'],INTERACTS
MAOA,immune cells,inhibit,1,1,['38489352.txt'],INTERACTS
MAOA,immune system development,inhibit,1,1,['38489352.txt'],INTERACTS
MAOA,immune checkpoint blockade,inhibit,1,1,['35563889.txt'],INTERACTS
immune tolerance,t lymphocytes,inhibit,1,1,['35163401.txt'],INTERACTS
immune tolerance,tumor cells,activate,1,1,['35163401.txt'],INTERACTS
immune tolerance,melanoma,inhibit,1,1,['35298085.txt'],INTERACTS
immune tolerance,cancer,inhibit,2,2,"['38617240.txt', '38901326.txt']",INTERACTS
immune tolerance,immune cells,activate,1,1,['38901326.txt'],INTERACTS
immune tolerance,regulatory t cells,activate,1,1,['38901326.txt'],INTERACTS
immune tolerance,chronic inflammation,inhibit,1,1,['38901326.txt'],INTERACTS
immune tolerance,effector t cells,inhibit,2,2,"['36427906.txt', '37679570.txt']",INTERACTS
immune tolerance,memory t cells,inhibit,1,1,['37679570.txt'],INTERACTS
immune tolerance,autoimmune diseases,activate,1,1,['39078456.txt'],INTERACTS
immune tolerance,antitumor immunity,inhibit,2,2,"['38457513.txt', '35741075.txt']",INTERACTS
immune tolerance,immune responses,activate,1,1,['39078456.txt'],INTERACTS
immune tolerance,tumor,activate,1,1,['38952097.txt'],INTERACTS
immune tolerance,spontaneous autoimmune diabetes,inhibit,1,1,['35767947.txt'],INTERACTS
immune tolerance,type 1 diabetes progression,inhibit,1,1,['35767947.txt'],INTERACTS
immune tolerance,anti-tumor immunity,inhibit,1,1,['37665572.txt'],INTERACTS
immune tolerance,t cells,inhibit,1,1,['34936125.txt'],INTERACTS
immune tolerance,transformed cells,activate,1,1,['34936125.txt'],INTERACTS
immune tolerance,tumor growth,activate,2,2,"['38085776.txt', '35741075.txt']",INTERACTS
immune tolerance,tissue-specific autoimmunity,inhibit,1,1,['37493210.txt'],INTERACTS
immune tolerance,autoimmune disease,inhibit,2,2,"['38617240.txt', '37493210.txt']",INTERACTS
immune tolerance,self-tolerance,activate,1,1,['37493210.txt'],INTERACTS
immune tolerance,malignant diseases,inhibit,1,1,['39078456.txt'],INTERACTS
immune tolerance,cytopenia,inhibit,1,1,['39078456.txt'],INTERACTS
immune tolerance,infections,inhibit,1,1,['39078456.txt'],INTERACTS
circulating t cells,cytokine production,activate,1,1,['38191686.txt'],INTERACTS
circulating t cells,target cells,activate,1,1,['38070115.txt'],INTERACTS
circulating t cells,immune checkpoint inhibitor,activate,1,1,['39061230.txt'],INTERACTS
circulating t cells,CD134,activate,1,1,['36044667.txt'],INTERACTS
circulating t cells,CD4,activate,1,1,['36044667.txt'],INTERACTS
IRF1,tumor,activate,1,1,['38517470.txt'],INTERACTS
IRF1,IRF2,inhibit,1,1,['38517470.txt'],INTERACTS
IRF1,IL15,activate,1,1,['39167075.txt'],INTERACTS
IRF1,antitumor immunity,activate,1,1,['39167075.txt'],INTERACTS
IRF1,CD38,activate,1,1,['38394668.txt'],INTERACTS
IRF2,tumor,inhibit,1,1,['38517470.txt'],INTERACTS
IRF2,IRF1,inhibit,1,1,['38517470.txt'],INTERACTS
IRF2,IRF2,activate,1,1,['36370712.txt'],INTERACTS
ZFP36L1,IFNG,inhibit,1,1,['37074914.txt'],INTERACTS
ZFP36L1,IL2,inhibit,1,1,['37074914.txt'],INTERACTS
ATXN2L,IFNG,inhibit,1,1,['37074914.txt'],INTERACTS
ATXN2L,IL2,inhibit,1,1,['37074914.txt'],INTERACTS
ZC3HAV1,IFNG,inhibit,1,1,['37074914.txt'],INTERACTS
ZC3HAV1,IL2,inhibit,1,1,['37074914.txt'],INTERACTS
LPS,NFKB,activate,1,1,['34985883.txt'],INTERACTS
LPS,lasting protective immune responses,activate,1,1,['34985883.txt'],INTERACTS
LPS,dendritic cells,activate,1,1,['37647347.txt'],INTERACTS
LPS,cancer,activate,1,1,['39009886.txt'],INTERACTS
AMT,NFKB,activate,1,1,['34985883.txt'],INTERACTS
AMT,lasting protective immune responses,activate,1,1,['34985883.txt'],INTERACTS
AMT,IL6,inhibit,1,1,['34755134.txt'],INTERACTS
AMT,IL1B,inhibit,1,1,['34755134.txt'],INTERACTS
AMT,inflammatory monocytes,inhibit,1,1,['34755134.txt'],INTERACTS
PIK3,tumor t cells,activate,1,1,['38832948.txt'],INTERACTS
tumor t cells,striking tumor regression,activate,1,1,['34825915.txt'],INTERACTS
tumor t cells,immune suppressive tumor microenvironments,inhibit,1,1,['38937436.txt'],INTERACTS
tumor t cells,tumor t cell populations,activate,1,1,['38937436.txt'],INTERACTS
anti,tumor t cells,activate,3,3,"['38832948.txt', '34825915.txt', '38937436.txt']",INTERACTS
anti,tumor cells,inhibit,1,1,['38762272.txt'],INTERACTS
anti,tumor effector cells,activate,1,1,['38762272.txt'],INTERACTS
anti,tumor escape,inhibit,1,1,['38762272.txt'],INTERACTS
anti,tumor burden,inhibit,1,1,['38762272.txt'],INTERACTS
anti,striking tumor regression,activate,1,1,['34825915.txt'],INTERACTS
anti,anti-tumor immunity,activate,1,1,['34825915.txt'],INTERACTS
anti,CD19,activate,1,1,['38926998.txt'],INTERACTS
anti,CAR-T,activate,1,1,['38926998.txt'],INTERACTS
anti,t cells,inhibit,1,1,['35882880.txt'],INTERACTS
anti,tumour cells,inhibit,1,1,['35205725.txt'],INTERACTS
anti,neovasculature formation,inhibit,1,1,['35205725.txt'],INTERACTS
anti,TRBV8,activate,1,1,['35882880.txt'],INTERACTS
anti,anti-tumorigenic innate immune cells,activate,1,1,['39107284.txt'],INTERACTS
anti,anti-tumor innate immunity,activate,1,1,['39107284.txt'],INTERACTS
anti,long-term antitumor memory,activate,1,1,['39107284.txt'],INTERACTS
anti,PDCD1LG2,inhibit,1,1,['36435066.txt'],INTERACTS
anti,LA,activate,1,1,['34769474.txt'],INTERACTS
anti,LAMA,activate,1,1,['34769474.txt'],INTERACTS
anti,nk cells,activate,1,1,['34920811.txt'],INTERACTS
anti,CAR-N,activate,1,1,['34920811.txt'],INTERACTS
anti,car cells,activate,1,1,['34920811.txt'],INTERACTS
anti,tumor t cell populations,activate,1,1,['38937436.txt'],INTERACTS
anti,immune checkpoint inhibition,inhibit,1,1,['38937436.txt'],INTERACTS
TCIM,leukemic stem,activate,1,1,['35494006.txt'],INTERACTS
TCIM,aml cells,activate,1,1,['35494006.txt'],INTERACTS
cm9,CD8,activate,1,1,['38885329.txt'],INTERACTS
IL4,th2 cells,activate,2,2,"['36913356.txt', '35612500.txt']",INTERACTS
IL4,ENPP1,inhibit,1,1,['37350667.txt'],INTERACTS
IL4,ITGAE,inhibit,1,1,['37350667.txt'],INTERACTS
IL4,CD8,inhibit,1,1,['37350667.txt'],INTERACTS
IL4,t cells,activate,2,2,"['36732575.txt', '35313339.txt']",INTERACTS
IL4,dendritic cells,activate,2,2,"['38548412.txt', '38909531.txt']",INTERACTS
IL4,IFNG,inhibit,4,4,"['35666747.txt', '36232335.txt', '34991678.txt', '35177742.txt']",INTERACTS
IL4,proinflammatory effector t cells,activate,1,1,['37887277.txt'],INTERACTS
IL4,cd8 t cells,activate,1,1,['37887277.txt'],INTERACTS
IL4,ctls,activate,1,1,['38952273.txt'],INTERACTS
IL4,plasma cell development,activate,1,1,['38455461.txt'],INTERACTS
IL4,IL4,activate,1,1,['37283511.txt'],INTERACTS
IL4,IL13,activate,2,2,"['36732575.txt', '37283511.txt']",INTERACTS
IL4,hematopoietic cells,activate,1,1,['37283511.txt'],INTERACTS
IL4,immune responses,activate,1,1,['37283511.txt'],INTERACTS
IL4,autoimmune diseases,activate,1,1,['37283511.txt'],INTERACTS
IL4,dcs,activate,1,1,['36732575.txt'],INTERACTS
IL4,neutrophils,activate,1,1,['36732575.txt'],INTERACTS
IL4,immunocompetent cells,inhibit,1,1,['35154112.txt'],INTERACTS
IL4,NFKB,activate,1,1,['36550750.txt'],INTERACTS
IL4,STAT,activate,1,1,['36550750.txt'],INTERACTS
IL4,b cell maturation,activate,1,1,['35613579.txt'],INTERACTS
IL4,MTOR,activate,1,1,['35613579.txt'],INTERACTS
IL4,mature b cells,activate,1,1,['35613579.txt'],INTERACTS
IL4,autoimmunity,inhibit,1,1,['35613579.txt'],INTERACTS
IL4,immature b cells,inhibit,1,1,['35613579.txt'],INTERACTS
IL4,IGD,inhibit,1,1,['35613579.txt'],INTERACTS
IL4,cd21,inhibit,1,1,['35613579.txt'],INTERACTS
IL4,NCL,inhibit,1,1,['35613579.txt'],INTERACTS
IL4,autoreactive b cells,activate,1,1,['35613579.txt'],INTERACTS
IL4,antibody,activate,1,1,['35613579.txt'],INTERACTS
IL4,b cells,activate,1,1,['35613579.txt'],INTERACTS
IL4,TNFA,inhibit,1,1,['35177742.txt'],INTERACTS
IL4,mature plasma cells,activate,1,1,['36437316.txt'],INTERACTS
IL4,medium lymphocytes,activate,1,1,['36437316.txt'],INTERACTS
IL4,macrophages,activate,1,1,['36437316.txt'],INTERACTS
IL4,ENAC,inhibit,1,1,['39052685.txt'],INTERACTS
IL4,SCNN1G,inhibit,1,1,['39052685.txt'],INTERACTS
IL4,CD4,activate,1,1,['36913356.txt'],INTERACTS
IL4,th2 cell,activate,1,1,['36913356.txt'],INTERACTS
IL4,IL17,inhibit,1,1,['34991678.txt'],INTERACTS
tfh cells,PTGDS,activate,1,1,['35612500.txt'],INTERACTS
tfh cells,pgd2,activate,1,1,['35612500.txt'],INTERACTS
tfh cells,th2 cells,activate,1,1,['35612500.txt'],INTERACTS
tfh cells,IL4,activate,1,1,['35612500.txt'],INTERACTS
tfh cells,LDH,activate,1,1,['35286241.txt'],INTERACTS
tfh cells,F3,activate,1,1,['35286241.txt'],INTERACTS
tfh cells,FTH1,activate,1,1,['35286241.txt'],INTERACTS
tfh cells,tumor immunity,activate,1,1,['35221963.txt'],INTERACTS
tfh cells,gastric adenocarcinoma,inhibit,1,1,['35221963.txt'],INTERACTS
tfh cells,IL21,activate,1,1,['34852236.txt'],INTERACTS
tfh cells,b cells,activate,2,2,"['34852236.txt', '36672230.txt']",INTERACTS
tfh cells,adenocarcinoma,activate,1,1,['34852236.txt'],INTERACTS
tfh cells,b-CLL survival,activate,1,1,['36807447.txt'],INTERACTS
tfh cells,b-CLL proliferation,activate,1,1,['36807447.txt'],INTERACTS
PTGDS,pgd2,activate,1,1,['35612500.txt'],INTERACTS
PTGDS,IL10,inhibit,1,1,['38330230.txt'],INTERACTS
PTGDS,CD73,activate,1,1,['36428970.txt'],INTERACTS
PTGDS,PDCD1,activate,1,1,['36428970.txt'],INTERACTS
PTGDS,CD4,activate,1,1,['36428970.txt'],INTERACTS
PTGDS,CD8,activate,1,1,['36428970.txt'],INTERACTS
PTGDS,t cell,inhibit,1,1,['36428970.txt'],INTERACTS
PTGDS,t cells,inhibit,1,1,['36428970.txt'],INTERACTS
PTGDS,schwann cells,activate,1,1,['36428970.txt'],INTERACTS
PTGDS,regulatory immune cells,activate,1,1,['36428970.txt'],INTERACTS
PTGDS,schwann cell,activate,1,1,['36428970.txt'],INTERACTS
PTGDS,epithelial-mesenchymal transition,activate,1,1,['36428970.txt'],INTERACTS
PTGDS,intratumoral neurodegeneration,activate,1,1,['36428970.txt'],INTERACTS
pgd2,th2 cells,activate,1,1,['35612500.txt'],INTERACTS
STAT1,PTGDS,activate,1,1,['35612500.txt'],INTERACTS
STAT1,IL15,activate,1,1,['39167075.txt'],INTERACTS
STAT1,IRF1,activate,1,1,['39167075.txt'],INTERACTS
STAT1,STAT1,activate,1,1,['37153622.txt'],INTERACTS
STAT1,IDO1,activate,1,1,['38816360.txt'],INTERACTS
STAT1,NCL,activate,1,1,['35011581.txt'],INTERACTS
STAT1,PDCD1LG2,activate,1,1,['35011581.txt'],INTERACTS
STAT1,IFITM3,activate,1,1,['38167862.txt'],INTERACTS
STAT1,IFNG,activate,2,2,"['38167862.txt', '39168127.txt']",INTERACTS
STAT1,anti-tumor immunity,activate,1,1,['38167862.txt'],INTERACTS
STAT1,tumor growth,inhibit,1,1,['38167862.txt'],INTERACTS
STAT1,PRMT3,activate,1,1,['39256398.txt'],INTERACTS
STAT1,IL17,inhibit,1,1,['37355989.txt'],INTERACTS
STAT1,IL12,activate,1,1,['38948931.txt'],INTERACTS
STAT1,t cells,activate,1,1,['35507919.txt'],INTERACTS
STAT1,CXCL10,activate,1,1,['38615319.txt'],INTERACTS
STAT1,IL9,activate,1,1,['38615319.txt'],INTERACTS
STAT3,PTGDS,activate,1,1,['35612500.txt'],INTERACTS
STAT3,Texterm,activate,1,1,['36688918.txt'],INTERACTS
STAT3,effector function-related genes,activate,1,1,['36688918.txt'],INTERACTS
STAT3,BATF,activate,1,1,['36688918.txt'],INTERACTS
STAT3,IRF4,activate,1,1,['36688918.txt'],INTERACTS
STAT3,chromatin activation,activate,1,1,['36688918.txt'],INTERACTS
STAT3,MT,activate,4,4,"['35928250.txt', '35819408.txt', '35192544.txt', '38175754.txt']",INTERACTS
STAT3,ARG1,activate,1,1,['38175754.txt'],INTERACTS
STAT3,FCGR3A,activate,1,1,['38175754.txt'],INTERACTS
STAT3,mdscs,activate,2,2,"['38636823.txt', '38175754.txt']",INTERACTS
STAT3,dcs,inhibit,1,1,['38175754.txt'],INTERACTS
STAT3,monocyte,inhibit,1,1,['38175754.txt'],INTERACTS
STAT3,dendritic cells,inhibit,1,1,['38175754.txt'],INTERACTS
STAT3,Tfh cells,activate,1,1,['35230978.txt'],INTERACTS
STAT3,target cells,activate,1,1,['35230978.txt'],INTERACTS
STAT3,CD4,activate,1,1,['35230978.txt'],INTERACTS
STAT3,PD-1,activate,1,1,['35230978.txt'],INTERACTS
STAT3,CTLA-4,activate,1,1,['35230978.txt'],INTERACTS
STAT3,B cell follicle maintenance,inhibit,1,1,['35230978.txt'],INTERACTS
STAT3,LN memory CD4+ T cells,inhibit,1,1,['35230978.txt'],INTERACTS
STAT3,antiviral immune responses,inhibit,1,1,['35230978.txt'],INTERACTS
STAT3,tregs,inhibit,1,1,['34793974.txt'],INTERACTS
STAT3,immune cells,activate,1,1,['38636823.txt'],INTERACTS
STAT3,improved tumor growth delay,inhibit,1,1,['34793974.txt'],INTERACTS
STAT3,cancer cell,activate,1,1,['34793974.txt'],INTERACTS
STAT3,tme,activate,1,1,['34793974.txt'],INTERACTS
STAT3,nk cell,activate,1,1,['34793974.txt'],INTERACTS
STAT3,SOCS3,inhibit,1,1,['34873301.txt'],INTERACTS
STAT3,DUSP6,inhibit,1,1,['34873301.txt'],INTERACTS
STAT3,VOLMAB,inhibit,1,1,['34769278.txt'],INTERACTS
STAT3,MAPK,inhibit,1,1,['34769278.txt'],INTERACTS
STAT3,VOLM,inhibit,1,1,['34769278.txt'],INTERACTS
STAT3,donor cells,inhibit,1,1,['34769278.txt'],INTERACTS
STAT3,t cells,activate,1,1,['38636823.txt'],INTERACTS
STAT3,TGFB,activate,1,1,['35905563.txt'],INTERACTS
STAT3,VEGFA,activate,1,1,['35905563.txt'],INTERACTS
STAT3,FOXP3,activate,1,1,['35905563.txt'],INTERACTS
STAT3,IL10,activate,2,2,"['35819408.txt', '35905563.txt']",INTERACTS
STAT3,gcscs,activate,1,1,['35905563.txt'],INTERACTS
STAT3,stem cells,activate,1,1,['35905563.txt'],INTERACTS
STAT3,gastric cancer stem cells,activate,1,1,['35905563.txt'],INTERACTS
STAT3,cancer cells,activate,2,2,"['35429078.txt', '35905563.txt']",INTERACTS
STAT3,IL17,activate,1,1,['36302969.txt'],INTERACTS
STAT3,PTEN,inhibit,1,1,['36302969.txt'],INTERACTS
STAT3,Th17 cells,activate,1,1,['37126714.txt'],INTERACTS
